Date,Home,Away,FTHG,FTAG,1 goal,2 goal,3 goal,4 goal,5 goal,6 goal,7 goal,8 goal,9 goal,10 goal,11 goal,12 goal
2009-08-22,Manchester City,Wolverhampton Wanderers,1,0,"(17, 0, 'Emmanuel Adebayor')",,,,,,,,,,,
2009-08-22,Sunderland,Blackburn Rovers,2,1,"(21, 1, 'Gael Givet')","(32, 0, 'Kenwyne Jones')","(53, 0, 'Kenwyne Jones')",,,,,,,,,
2009-08-22,Wigan Athletic,Manchester United,0,5,"(56, 1, 'Wayne Rooney')","(58, 1, 'Dimitar Berbatov')","(65, 1, 'Wayne Rooney')","(85, 1, 'Michael Owen')","(90, 1, ' Nani')",,,,,,,
2009-08-23,Burnley,Everton,1,0,"(34, 0, 'Wade Elliott')",,,,,,,,,,,
2009-08-23,Fulham,Chelsea,0,2,"(39, 1, 'Didier Drogba')","(76, 1, 'Nicolas Anelka')",,,,,,,,,,
2009-08-23,West Ham United,Tottenham Hotspur,1,2,"(49, 0, 'Carlton Cole')","(54, 1, 'Jermain Defoe')","(79, 1, 'Aaron Lennon')",,,,,,,,,
2009-08-24,Liverpool,Aston Villa,1,3,"(34, 1, ' Lucas Leiva')","(45, 1, 'Curtis Davies')","(72, 0, 'Fernando Torres')","(75, 1, 'Ashley Young')",,,,,,,,
2009-08-29,Blackburn Rovers,West Ham United,0,0,,,,,,,,,,,,
2009-08-29,Bolton Wanderers,Liverpool,2,3,"(33, 0, 'Kevin Davies')","(41, 1, 'Glen Johnson')","(47, 0, 'Tamir Cohen')","(56, 1, 'Fernando Torres')","(83, 1, 'Steven Gerrard')",,,,,,,
2009-08-29,Chelsea,Burnley,3,0,"(45, 0, 'Nicolas Anelka')","(47, 0, 'Michael Ballack')","(52, 0, 'Ashley Cole')",,,,,,,,,
2009-08-29,Manchester United,Arsenal,2,1,"(40, 1, 'Andrei Arshavin')","(59, 0, 'Wayne Rooney')","(64, 0, 'Abou Diaby')",,,,,,,,,
2009-08-29,Stoke City,Sunderland,1,0,"(43, 0, 'Dave Kitson')",,,,,,,,,,,
2009-08-29,Tottenham Hotspur,Birmingham City,2,1,"(72, 0, 'Peter Crouch')","(75, 1, 'Lee Bowyer')","(90, 0, 'Aaron Lennon')",,,,,,,,,
2009-08-29,Wolverhampton Wanderers,Hull City,1,1,"(3, 1, ' Geovanni')","(46, 0, 'Richard Stearman')",,,,,,,,,,
2009-08-30,Aston Villa,Fulham,2,0,"(3, 0, 'John Pantsil')","(59, 0, 'Gabby Agbonlahor')",,,,,,,,,,
2009-08-30,Everton,Wigan Athletic,2,1,"(57, 1, 'Paul Scharner')","(62, 0, 'Louis Saha')","(90, 0, 'Leighton Baines')",,,,,,,,,
2009-08-30,Portsmouth,Manchester City,0,1,"(30, 1, 'Emmanuel Adebayor')",,,,,,,,,,,
2009-09-12,Blackburn Rovers,Wolverhampton Wanderers,3,1,"(19, 0, 'El Hadji Diouf')","(56, 0, 'Jason Roberts')","(64, 0, 'David Dunn')","(88, 1, 'Stefan Maierhofer')",,,,,,,,
2009-09-12,Liverpool,Burnley,4,0,"(27, 0, 'Yossi Benayoun')","(41, 0, 'Dirk Kuyt')","(61, 0, 'Yossi Benayoun')","(82, 0, 'Yossi Benayoun')",,,,,,,,
2009-09-12,Manchester City,Arsenal,4,2,"(20, 0, 'Micah Richards')","(62, 1, 'Robin Van Persie')","(74, 0, 'Craig Bellamy')","(80, 0, 'Emmanuel Adebayor')","(84, 0, 'Shaun Wright-Phillips')","(88, 1, 'Tomas Rosicky')",,,,,,
2009-09-12,Portsmouth,Bolton Wanderers,2,3,"(13, 1, 'Tamir Cohen')","(25, 0, 'Younes Kaboul')","(41, 1, 'Matt Taylor')","(63, 0, 'Kevin-Prince Boateng')","(89, 1, 'Gary Cahill')",,,,,,,
2009-09-12,Stoke City,Chelsea,1,2,"(32, 0, 'Abdoulaye Faye')","(45, 1, 'Didier Drogba')","(90, 1, 'Florent Malouda')",,,,,,,,,
2009-09-12,Sunderland,Hull City,4,1,"(13, 0, 'Darren Bent')","(44, 1, 'Kamil Zayatte')","(49, 0, 'Andy Reid')","(66, 0, 'Darren Bent')","(75, 0, 'Kamil Zayatte')",,,,,,,
2009-09-12,Tottenham Hotspur,Manchester United,1,3,"(1, 0, 'Jermain Defoe')","(25, 1, 'Ryan Giggs')","(41, 1, ' Anderson')","(78, 1, 'Wayne Rooney')",,,,,,,,
2009-09-12,Wigan Athletic,West Ham United,1,0,"(55, 0, 'Hugo Rodallega')",,,,,,,,,,,
2009-09-13,Birmingham City,Aston Villa,0,1,"(85, 1, 'Gabby Agbonlahor')",,,,,,,,,,,
2009-09-13,Fulham,Everton,2,1,"(33, 1, 'Tim Cahill')","(57, 0, 'Paul Konchesky')","(79, 0, 'Damien Duff')",,,,,,,,,
2009-09-19,Arsenal,Wigan Athletic,4,0,"(25, 0, 'Thomas Vermaelen')","(49, 0, 'Thomas Vermaelen')","(59, 0, 'Emmanuel Eboue')","(90, 0, 'Cesc Fabregas')",,,,,,,,
2009-09-19,Aston Villa,Portsmouth,2,0,"(34, 0, 'James Milner')","(43, 0, 'Gabby Agbonlahor')",,,,,,,,,,
2009-09-19,Bolton Wanderers,Stoke City,1,1,"(53, 1, 'Dave Kitson')","(89, 0, 'Matt Taylor')",,,,,,,,,,
2009-09-19,Burnley,Sunderland,3,1,"(13, 0, 'Graham Alexander')","(39, 1, 'Darren Bent')","(67, 0, 'David Nugent')","(86, 0, 'David Nugent')",,,,,,,,
2009-09-19,Hull City,Birmingham City,0,1,"(75, 1, ""Garry O'Connor"")",,,,,,,,,,,
2009-09-19,West Ham United,Liverpool,2,3,"(20, 1, 'Fernando Torres')","(29, 0, 'Alessandro Diamanti')","(41, 1, 'Dirk Kuyt')","(45, 0, 'Carlton Cole')","(75, 1, 'Fernando Torres')",,,,,,,
2009-09-20,Chelsea,Tottenham Hotspur,3,0,"(32, 0, 'Ashley Cole')","(58, 0, 'Michael Ballack')","(63, 0, 'Didier Drogba')",,,,,,,,,
2009-09-20,Everton,Blackburn Rovers,3,0,"(22, 0, 'Louis Saha')","(54, 0, 'Louis Saha')","(58, 0, 'Joseph Yobo')",,,,,,,,,
2009-09-20,Manchester United,Manchester City,4,3,"(2, 0, 'Wayne Rooney')","(16, 1, 'Gareth Barry')","(49, 0, 'Darren Fletcher')","(52, 1, 'Craig Bellamy')","(80, 0, 'Darren Fletcher')","(90, 0, 'Michael Owen')","(90, 1, 'Craig Bellamy')",,,,,
2009-09-20,Wolverhampton Wanderers,Fulham,2,1,"(18, 0, 'Kevin Doyle')","(50, 0, 'David Edwards')","(66, 1, 'Danny Murphy')",,,,,,,,,
2009-09-26,Birmingham City,Bolton Wanderers,1,2,"(10, 1, 'Tamir Cohen')","(84, 0, 'Kevin Phillips')","(86, 1, 'LEE Chung-Yong')",,,,,,,,,
2009-09-26,Blackburn Rovers,Aston Villa,2,1,"(3, 1, 'Gabby Agbonlahor')","(24, 0, 'Christopher Samba')","(89, 0, 'David Dunn')",,,,,,,,,
2009-09-26,Fulham,Arsenal,0,1,"(52, 1, 'Robin Van Persie')",,,,,,,,,,,
2009-09-26,Liverpool,Hull City,6,1,"(12, 0, 'Fernando Torres')","(15, 1, ' Geovanni')","(28, 0, 'Fernando Torres')","(47, 0, 'Fernando Torres')","(61, 0, 'Steven Gerrard')","(88, 0, 'Ryan Babel')","(90, 0, 'Ryan Babel')",,,,,
2009-09-26,Portsmouth,Everton,0,1,"(42, 1, 'Louis Saha')",,,,,,,,,,,
2009-09-26,Stoke City,Manchester United,0,2,"(62, 1, 'Dimitar Berbatov')","(77, 1, ""John O'Shea"")",,,,,,,,,,
2009-09-26,Tottenham Hotspur,Burnley,5,0,"(18, 0, 'Robbie Keane')","(33, 0, 'Jermaine Jenas')","(74, 0, 'Robbie Keane')","(77, 0, 'Robbie Keane')","(87, 0, 'Robbie Keane')",,,,,,,
2009-09-26,Wigan Athletic,Chelsea,3,1,"(16, 0, 'Titus Bramble')","(47, 1, 'Didier Drogba')","(53, 0, 'Hugo Rodallega')","(90, 0, 'Paul Scharner')",,,,,,,,
2009-09-27,Sunderland,Wolverhampton Wanderers,5,2,"(9, 0, 'Darren Bent')","(48, 0, 'Kenwyne Jones')","(50, 1, 'John Mensah')","(55, 1, 'Kevin Doyle')","(70, 0, 'Kenwyne Jones')","(73, 0, 'Michael Turner')","(90, 0, 'Michael Mancienne')",,,,,
2009-09-28,Manchester City,West Ham United,3,1,"(5, 0, 'Carlos Tevez')","(24, 1, 'Carlton Cole')","(32, 0, 'Martin Petrov')","(61, 0, 'Carlos Tevez')",,,,,,,,
2009-10-03,Bolton Wanderers,Tottenham Hotspur,2,2,"(4, 0, 'Ricardo Gardner')","(34, 1, 'Niko Kranjcar')","(69, 0, 'Kevin Davies')","(73, 1, 'Vedran Corluka')",,,,,,,,
2009-10-03,Burnley,Birmingham City,2,1,"(53, 0, 'Steven Fletcher')","(62, 0, 'Andre Bikey')","(90, 1, 'Seb Larsson')",,,,,,,,,
2009-10-03,Hull City,Wigan Athletic,2,1,"(60, 0, 'Jan Vennegoor of Hesselink')","(68, 0, ' Geovanni')","(87, 1, 'Scott Sinclair')",,,,,,,,,
2009-10-03,Manchester United,Sunderland,2,2,"(7, 1, 'Darren Bent')","(51, 0, 'Dimitar Berbatov')","(58, 1, 'Kenwyne Jones')","(90, 0, 'Anton Ferdinand')",,,,,,,,
2009-10-03,Wolverhampton Wanderers,Portsmouth,0,1,"(19, 1, 'Hassan Yebda')",,,,,,,,,,,
2009-10-04,Arsenal,Blackburn Rovers,6,2,"(4, 1, ""Steven N'Zonzi"")","(17, 0, 'Thomas Vermaelen')","(30, 1, 'David Dunn')","(33, 0, 'Robin Van Persie')","(37, 0, 'Andrei Arshavin')","(57, 0, 'Cesc Fabregas')","(75, 0, 'Theo Walcott')","(89, 0, 'Nicklas Bendtner')",,,,
2009-10-04,Chelsea,Liverpool,2,0,"(60, 0, 'Nicolas Anelka')","(90, 0, 'Florent Malouda')",,,,,,,,,,
2009-10-04,Everton,Stoke City,1,1,"(50, 1, 'Robert Huth')","(55, 0, 'Leon Osman')",,,,,,,,,,
2009-10-04,West Ham United,Fulham,2,2,"(16, 0, 'Carlton Cole')","(47, 1, 'Danny Murphy')","(57, 1, 'Zoltan Gera')","(90, 0, 'Junior Stanislas')",,,,,,,,
2009-10-05,Aston Villa,Manchester City,1,1,"(15, 0, 'Richard Dunne')","(67, 1, 'Craig Bellamy')",,,,,,,,,,
2009-10-17,Arsenal,Birmingham City,3,1,"(16, 0, 'Robin Van Persie')","(18, 0, 'Abou Diaby')","(38, 1, 'Lee Bowyer')","(84, 0, 'Andrei Arshavin')",,,,,,,,
2009-10-17,Aston Villa,Chelsea,2,1,"(15, 1, 'Didier Drogba')","(32, 0, 'Richard Dunne')","(52, 0, 'James M Collins')",,,,,,,,,
2009-10-17,Everton,Wolverhampton Wanderers,1,1,"(76, 1, 'Kevin Doyle')","(88, 0, 'Diniyar Bilyaletdinov')",,,,,,,,,,
2009-10-17,Manchester United,Bolton Wanderers,2,1,"(5, 0, 'Zat Knight')","(33, 0, 'Antonio Valencia')","(75, 1, 'Matt Taylor')",,,,,,,,,
2009-10-17,Portsmouth,Tottenham Hotspur,1,2,"(29, 1, 'Ledley King')","(45, 1, 'Jermain Defoe')","(59, 0, 'Kevin-Prince Boateng')",,,,,,,,,
2009-10-17,Stoke City,West Ham United,2,1,"(11, 0, 'James Beattie')","(34, 1, 'Matthew Upson')","(69, 0, 'James Beattie')",,,,,,,,,
2009-10-17,Sunderland,Liverpool,1,0,"(5, 0, 'Darren Bent')",,,,,,,,,,,
2009-10-18,Blackburn Rovers,Burnley,3,2,"(5, 1, 'Robbie Blake')","(9, 0, 'David Dunn')","(21, 0, 'Franco Di Santo')","(43, 0, 'Pascal Chimbonda')","(90, 1, 'Chris Eagles')",,,,,,,
2009-10-18,Wigan Athletic,Manchester City,1,1,"(45, 0, ""Charles N'Zogbia"")","(47, 1, 'Martin Petrov')",,,,,,,,,,
2009-10-19,Fulham,Hull City,2,0,"(43, 0, 'Bobby Zamora')","(64, 0, 'Diomansy Kamara')",,,,,,,,,,
2009-10-24,Birmingham City,Sunderland,2,1,"(37, 0, 'Liam Ridgewell')","(48, 0, 'James McFadden')","(82, 1, 'Michael Turner')",,,,,,,,,
2009-10-24,Burnley,Wigan Athletic,1,3,"(4, 0, 'Steven Fletcher')","(11, 1, 'Hugo Rodallega')","(51, 1, 'Hugo Rodallega')","(76, 1, 'Emmerson Boyce')",,,,,,,,
2009-10-24,Chelsea,Blackburn Rovers,5,0,"(20, 0, 'Gael Givet')","(48, 0, 'Frank Lampard')","(52, 0, 'Michael Essien')","(59, 0, 'Frank Lampard')","(64, 0, 'Didier Drogba')",,,,,,,
2009-10-24,Hull City,Portsmouth,0,0,,,,,,,,,,,,
2009-10-24,Tottenham Hotspur,Stoke City,0,1,"(86, 1, 'Glenn Whelan')",,,,,,,,,,,
2009-10-24,Wolverhampton Wanderers,Aston Villa,1,1,"(79, 1, 'Gabby Agbonlahor')","(83, 0, 'Sylvan Ebanks-Blake')",,,,,,,,,,
2009-10-25,Bolton Wanderers,Everton,3,2,"(16, 0, 'LEE Chung-Yong')","(27, 0, 'Gary Cahill')","(32, 1, 'Louis Saha')","(55, 1, 'Marouane Fellaini')","(86, 0, 'Ivan Klasnic')",,,,,,,
2009-10-25,Liverpool,Manchester United,2,0,"(65, 0, 'Fernando Torres')","(90, 0, ""David N'Gog"")",,,,,,,,,,
2009-10-25,Manchester City,Fulham,2,2,"(58, 0, 'Joleon Lescott')","(60, 0, 'Martin Petrov')","(62, 1, 'Damien Duff')","(68, 1, 'Clint Dempsey')",,,,,,,,
2009-10-25,West Ham United,Arsenal,2,2,"(16, 1, 'Robin Van Persie')","(37, 1, 'William Gallas')","(74, 0, 'Carlton Cole')","(80, 0, 'Alessandro Diamanti')",,,,,,,,
2009-10-31,Arsenal,Tottenham Hotspur,3,0,"(42, 0, 'Robin Van Persie')","(43, 0, 'Cesc Fabregas')","(60, 0, 'Robin Van Persie')",,,,,,,,,
2009-10-31,Bolton Wanderers,Chelsea,0,4,"(45, 1, 'Frank Lampard')","(61, 1, ' Deco')","(82, 1, 'Branislav Ivanovic')","(90, 1, 'Didier Drogba')",,,,,,,,
2009-10-31,Burnley,Hull City,2,0,"(20, 0, 'Graham Alexander')","(77, 0, 'Graham Alexander')",,,,,,,,,,
2009-10-31,Everton,Aston Villa,1,1,"(45, 0, 'Diniyar Bilyaletdinov')","(47, 1, 'John Carew')",,,,,,,,,,
2009-10-31,Fulham,Liverpool,3,1,"(24, 0, 'Bobby Zamora')","(42, 1, 'Fernando Torres')","(73, 0, 'Erik Nevland')","(87, 0, 'Clint Dempsey')",,,,,,,,
2009-10-31,Manchester United,Blackburn Rovers,2,0,"(55, 0, 'Dimitar Berbatov')","(87, 0, 'Wayne Rooney')",,,,,,,,,,
2009-10-31,Portsmouth,Wigan Athletic,4,0,"(35, 0, 'Aruna Dindane')","(45, 0, 'Frederic Piquionne')","(64, 0, 'Aruna Dindane')","(90, 0, 'Aruna Dindane')",,,,,,,,
2009-10-31,Stoke City,Wolverhampton Wanderers,2,2,"(17, 0, 'James Beattie')","(44, 0, 'Matthew Etherington')","(47, 1, 'Jody Craddock')","(64, 1, 'Jody Craddock')",,,,,,,,
2009-10-31,Sunderland,West Ham United,2,2,"(30, 1, 'Guillermo Franco')","(36, 1, 'Carlton Cole')","(39, 0, 'Andy Reid')","(76, 0, 'Kieran Richardson')",,,,,,,,
2009-11-01,Birmingham City,Manchester City,0,0,,,,,,,,,,,,
2009-11-04,West Ham United,Aston Villa,2,1,"(45, 0, 'Mark Noble')","(52, 1, 'Ashley Young')","(90, 0, 'Zavon Hines')",,,,,,,,,
2009-11-07,Aston Villa,Bolton Wanderers,5,1,"(5, 0, 'Ashley Young')","(43, 0, 'Gabby Agbonlahor')","(45, 1, 'Johann Elmander')","(53, 0, 'John Carew')","(72, 0, 'James Milner')","(75, 0, 'Carlos Cuellar')",,,,,,
2009-11-07,Blackburn Rovers,Portsmouth,3,1,"(15, 1, ""Jamie O'Hara"")","(53, 0, 'Jason Roberts')","(73, 0, 'Ryan Nelsen')","(86, 0, 'Jason Roberts')",,,,,,,,
2009-11-07,Manchester City,Burnley,3,3,"(19, 1, 'Graham Alexander')","(32, 1, 'Steven Fletcher')","(43, 0, 'Shaun Wright-Phillips')","(55, 0, 'Kolo Toure')","(58, 0, 'Craig Bellamy')","(87, 1, 'Kevin McDonald')",,,,,,
2009-11-07,Tottenham Hotspur,Sunderland,2,0,"(12, 0, 'Robbie Keane')","(68, 0, 'Tom Huddlestone')",,,,,,,,,,
2009-11-07,Wolverhampton Wanderers,Arsenal,1,4,"(28, 1, 'Ronald Zubar')","(36, 1, 'Jody Craddock')","(45, 1, 'Cesc Fabregas')","(66, 1, 'Andrei Arshavin')","(89, 0, 'Jody Craddock')",,,,,,,
2009-11-08,Chelsea,Manchester United,1,0,"(76, 0, 'John Terry')",,,,,,,,,,,
2009-11-08,Hull City,Stoke City,2,1,"(29, 1, 'Matthew Etherington')","(62, 0, 'Seyi Olofinjana')","(90, 0, 'Jan Vennegoor of Hesselink')",,,,,,,,,
2009-11-08,West Ham United,Everton,1,2,"(27, 1, 'Louis Saha')","(64, 1, 'Dan Gosling')","(65, 0, 'Junior Stanislas')",,,,,,,,,
2009-11-08,Wigan Athletic,Fulham,1,1,"(13, 0, 'Emmerson Boyce')","(39, 1, 'Clint Dempsey')",,,,,,,,,,
2009-11-09,Liverpool,Birmingham City,2,2,"(13, 0, ""David N'Gog"")","(26, 1, 'Christian Benitez')","(45, 1, 'Cameron Jerome')","(71, 0, 'Steven Gerrard')",,,,,,,,
2009-11-21,Birmingham City,Fulham,1,0,"(16, 0, 'Lee Bowyer')",,,,,,,,,,,
2009-11-21,Burnley,Aston Villa,1,1,"(9, 0, 'Steven Caldwell')","(86, 1, 'Emile Heskey')",,,,,,,,,,
2009-11-21,Chelsea,Wolverhampton Wanderers,4,0,"(5, 0, 'Florent Malouda')","(12, 0, 'Michael Essien')","(22, 0, 'Michael Essien')","(56, 0, 'Joe Cole')",,,,,,,,
2009-11-21,Hull City,West Ham United,3,3,"(5, 1, 'Guillermo Franco')","(11, 1, 'Jack Collison')","(27, 0, 'Jimmy Bullard')","(44, 0, 'Kamil Zayatte')","(45, 0, 'Jimmy Bullard')","(69, 1, 'Manuel Da Costa')",,,,,,
2009-11-21,Liverpool,Manchester City,2,2,"(50, 0, 'Martin Skrtel')","(69, 1, 'Emmanuel Adebayor')","(76, 1, 'Stephen Ireland')","(77, 0, 'Yossi Benayoun')",,,,,,,,
2009-11-21,Manchester United,Everton,3,0,"(35, 0, 'Darren Fletcher')","(67, 0, 'Michael Carrick')","(76, 0, 'Antonio Valencia')",,,,,,,,,
2009-11-21,Sunderland,Arsenal,1,0,"(71, 0, 'Darren Bent')",,,,,,,,,,,
2009-11-22,Bolton Wanderers,Blackburn Rovers,0,2,"(32, 1, 'David Dunn')","(73, 1, 'Sam Ricketts')",,,,,,,,,,
2009-11-22,Stoke City,Portsmouth,1,0,"(74, 0, 'Ricardo Fuller')",,,,,,,,,,,
2009-11-22,Tottenham Hotspur,Wigan Athletic,9,1,"(9, 0, 'Peter Crouch')","(51, 0, 'Jermain Defoe')","(54, 0, 'Jermain Defoe')","(57, 1, 'Paul Scharner')","(58, 0, 'Jermain Defoe')","(64, 0, 'Aaron Lennon')","(69, 0, 'Jermain Defoe')","(87, 0, 'Jermain Defoe')","(88, 0, 'David Bentley')","(90, 0, 'Niko Kranjcar')",,
2009-11-25,Fulham,Blackburn Rovers,3,0,"(43, 0, 'Erik Nevland')","(67, 0, 'Clint Dempsey')","(88, 0, 'Clint Dempsey')",,,,,,,,,
2009-11-25,Hull City,Everton,3,2,"(9, 0, 'Stephen Hunt')","(20, 0, 'Andy Dawson')","(28, 0, 'Dean Marney')","(49, 1, 'Kamil Zayatte')","(65, 1, 'Louis Saha')",,,,,,,
2009-11-28,Aston Villa,Tottenham Hotspur,1,1,"(10, 0, 'Gabby Agbonlahor')","(77, 1, 'Michael Dawson')",,,,,,,,,,
2009-11-28,Blackburn Rovers,Stoke City,0,0,,,,,,,,,,,,
2009-11-28,Fulham,Bolton Wanderers,1,1,"(35, 1, 'Ivan Klasnic')","(75, 0, 'Damien Duff')",,,,,,,,,,
2009-11-28,Manchester City,Hull City,1,1,"(45, 0, 'Shaun Wright-Phillips')","(82, 1, 'Jimmy Bullard')",,,,,,,,,,
2009-11-28,Portsmouth,Manchester United,1,4,"(25, 1, 'Wayne Rooney')","(32, 0, 'Kevin-Prince Boateng')","(48, 1, 'Wayne Rooney')","(54, 1, 'Wayne Rooney')","(87, 1, 'Ryan Giggs')",,,,,,,
2009-11-28,West Ham United,Burnley,5,3,"(18, 0, 'Jack Collison')","(33, 0, 'Junior Stanislas')","(43, 0, 'Carlton Cole')","(51, 0, 'Guillermo Franco')","(64, 0, 'Luis Jimenez')","(68, 1, 'Steven Fletcher')","(74, 1, 'Steven Fletcher')","(90, 1, 'Chris Eagles')",,,,
2009-11-28,Wigan Athletic,Sunderland,1,0,"(76, 0, 'Hugo Rodallega')",,,,,,,,,,,
2009-11-29,Arsenal,Chelsea,0,3,"(41, 1, 'Didier Drogba')","(45, 1, 'Thomas Vermaelen')","(86, 1, 'Didier Drogba')",,,,,,,,,
2009-11-29,Everton,Liverpool,0,2,"(12, 1, 'Joseph Yobo')","(80, 1, 'Dirk Kuyt')",,,,,,,,,,
2009-11-29,Wolverhampton Wanderers,Birmingham City,0,1,"(3, 1, 'Lee Bowyer')",,,,,,,,,,,
2009-12-05,Arsenal,Stoke City,2,0,"(26, 0, 'Andrei Arshavin')","(79, 0, 'Aaron Ramsey')",,,,,,,,,,
2009-12-05,Aston Villa,Hull City,3,0,"(13, 0, 'Richard Dunne')","(29, 0, 'James Milner')","(88, 0, 'John Carew')",,,,,,,,,
2009-12-05,Blackburn Rovers,Liverpool,0,0,,,,,,,,,,,,
2009-12-05,Manchester City,Chelsea,2,1,"(8, 1, 'Emmanuel Adebayor')","(37, 0, 'Emmanuel Adebayor')","(56, 0, 'Carlos Tevez')",,,,,,,,,
2009-12-05,Portsmouth,Burnley,2,0,"(65, 0, 'Hermann Hreidarsson')","(84, 0, 'Aruna Dindane')",,,,,,,,,,
2009-12-05,West Ham United,Manchester United,0,4,"(45, 1, 'Paul Scholes')","(61, 1, 'Darron Gibson')","(71, 1, 'Antonio Valencia')","(72, 1, 'Wayne Rooney')",,,,,,,,
2009-12-05,Wigan Athletic,Birmingham City,2,3,"(33, 0, ""Charles N'Zogbia"")","(61, 1, 'Seb Larsson')","(66, 1, 'Christian Benitez')","(72, 1, 'Seb Larsson')","(89, 0, 'Jordi Gomez')",,,,,,,
2009-12-05,Wolverhampton Wanderers,Bolton Wanderers,2,1,"(3, 0, 'Jody Craddock')","(63, 0, 'Nenad Milijas')","(79, 1, 'Johann Elmander')",,,,,,,,,
2009-12-06,Everton,Tottenham Hotspur,2,2,"(47, 1, 'Jermain Defoe')","(59, 1, 'Michael Dawson')","(78, 0, 'Louis Saha')","(86, 0, 'Tim Cahill')",,,,,,,,
2009-12-06,Fulham,Sunderland,1,0,"(7, 0, 'Bobby Zamora')",,,,,,,,,,,
2009-12-12,Birmingham City,West Ham United,1,0,"(52, 0, 'Lee Bowyer')",,,,,,,,,,,
2009-12-12,Bolton Wanderers,Manchester City,3,3,"(11, 0, 'Ivan Klasnic')","(28, 1, 'Carlos Tevez')","(43, 0, 'Gary Cahill')","(45, 1, 'Micah Richards')","(53, 0, 'Ivan Klasnic')","(77, 1, 'Carlos Tevez')",,,,,,
2009-12-12,Burnley,Fulham,1,1,"(50, 1, 'Bobby Zamora')","(60, 0, 'Wade Elliott')",,,,,,,,,,
2009-12-12,Chelsea,Everton,3,3,"(12, 1, 'Petr Cech')","(18, 0, 'Didier Drogba')","(23, 0, 'Nicolas Anelka')","(45, 1, 'Ayegbeni Yakubu')","(59, 0, 'Didier Drogba')","(63, 1, 'Louis Saha')",,,,,,
2009-12-12,Hull City,Blackburn Rovers,0,0,,,,,,,,,,,,
2009-12-12,Manchester United,Aston Villa,0,1,"(21, 1, 'Gabby Agbonlahor')",,,,,,,,,,,
2009-12-12,Stoke City,Wigan Athletic,2,2,"(15, 1, 'Emmerson Boyce')","(37, 0, ' Tuncay Sanli')","(72, 1, 'Maynor Figueroa')","(74, 0, 'Ryan Shawcross')",,,,,,,,
