Date,Home,Away,FTHG,FTAG,1 goal,2 goal,3 goal,4 goal,5 goal,6 goal,7 goal,8 goal,9 goal,10 goal,11 goal,12 goal
2011-08-21,Bolton Wanderers,Manchester City,2,3,"(26, 1, 'David Silva')","(37, 1, 'Gareth Barry')","(39, 0, 'Ivan Klasnic')","(47, 1, 'Edin Dzeko')","(63, 0, 'Kevin Davies')",,,,,,,
2011-08-21,Norwich City,Stoke City,1,1,"(37, 0, 'Ritchie De Laet')","(90, 1, 'Kenwyne Jones')",,,,,,,,,,
2011-08-21,Wolverhampton Wanderers,Fulham,2,0,"(42, 0, 'Kevin Doyle')","(45, 0, 'Matt Jarvis')",,,,,,,,,,
2011-08-22,Manchester United,Tottenham Hotspur,3,0,"(61, 0, 'Danny Welbeck')","(76, 0, ' Anderson')","(87, 0, 'Wayne Rooney')",,,,,,,,,
2011-08-27,Aston Villa,Wolverhampton Wanderers,0,0,,,,,,,,,,,,
2011-08-27,Blackburn Rovers,Everton,0,1,"(90, 1, 'Mikel Arteta')",,,,,,,,,,,
2011-08-27,Chelsea,Norwich City,3,1,"(6, 0, 'Jose Bosingwa')","(63, 1, 'Grant Holt')","(82, 0, 'Frank Lampard')","(90, 0, 'Juan Mata')",,,,,,,,
2011-08-27,Liverpool,Bolton Wanderers,3,1,"(15, 0, 'Jordan Henderson')","(52, 0, 'Martin Skrtel')","(53, 0, 'Charlie Adam')","(90, 1, 'Ivan Klasnic')",,,,,,,,
2011-08-27,Swansea City,Sunderland,0,0,,,,,,,,,,,,
2011-08-27,Wigan Athletic,Queens Park Rangers,2,0,"(41, 0, 'Franco Di Santo')","(66, 0, 'Franco Di Santo')",,,,,,,,,,
2011-08-28,Manchester United,Arsenal,8,2,"(22, 0, 'Danny Welbeck')","(28, 0, 'Ashley Young')","(41, 0, 'Wayne Rooney')","(45, 1, 'Theo Walcott')","(64, 0, 'Wayne Rooney')","(67, 0, ' Nani')","(70, 0, 'PARK Ji-Sung')","(74, 1, 'Robin Van Persie')","(82, 0, 'Wayne Rooney')","(90, 0, 'Ashley Young')",,
2011-08-28,Newcastle United,Fulham,2,1,"(48, 0, 'Leon Best')","(66, 0, 'Leon Best')","(88, 1, 'Clint Dempsey')",,,,,,,,,
2011-08-28,Tottenham Hotspur,Manchester City,1,5,"(34, 1, 'Edin Dzeko')","(41, 1, 'Edin Dzeko')","(55, 1, 'Edin Dzeko')","(60, 1, 'Sergio Aguero')","(68, 0, 'Younes Kaboul')","(90, 1, 'Edin Dzeko')",,,,,,
2011-08-28,West Bromwich Albion,Stoke City,0,1,"(89, 1, 'Ryan Shotton')",,,,,,,,,,,
2011-09-10,Arsenal,Swansea City,1,0,"(40, 0, 'Andrei Arshavin')",,,,,,,,,,,
2011-09-10,Bolton Wanderers,Manchester United,0,5,"(5, 1, 'Javier Hernandez')","(20, 1, 'Wayne Rooney')","(25, 1, 'Wayne Rooney')","(58, 1, 'Javier Hernandez')","(68, 1, 'Wayne Rooney')",,,,,,,
2011-09-10,Everton,Aston Villa,2,2,"(19, 0, 'Leon Osman')","(63, 1, 'Stilian Petrov')","(69, 0, 'Leighton Baines')","(83, 1, 'Gabby Agbonlahor')",,,,,,,,
2011-09-10,Manchester City,Wigan Athletic,3,0,"(13, 0, 'Sergio Aguero')","(63, 0, 'Sergio Aguero')","(69, 0, 'Sergio Aguero')",,,,,,,,,
2011-09-10,Stoke City,Liverpool,1,0,"(21, 0, 'Jon Walters')",,,,,,,,,,,
2011-09-10,Sunderland,Chelsea,1,2,"(18, 1, 'John Terry')","(51, 1, 'Daniel Sturridge')","(90, 0, 'JI Dong-Won')",,,,,,,,,
2011-09-10,Wolverhampton Wanderers,Tottenham Hotspur,0,2,"(67, 1, 'Emmanuel Adebayor')","(80, 1, 'Jermain Defoe')",,,,,,,,,,
2011-09-11,Fulham,Blackburn Rovers,1,1,"(32, 1, 'Ruben Rochina')","(38, 0, 'Bobby Zamora')",,,,,,,,,,
2011-09-11,Norwich City,West Bromwich Albion,0,1,"(3, 1, 'Peter Odemwingie')",,,,,,,,,,,
2011-09-12,Queens Park Rangers,Newcastle United,0,0,,,,,,,,,,,,
2011-09-17,Aston Villa,Newcastle United,1,1,"(13, 0, 'Gabby Agbonlahor')","(57, 1, 'Leon Best')",,,,,,,,,,
2011-09-17,Blackburn Rovers,Arsenal,4,3,"(10, 1, ' Gervinho')","(25, 0, 'Ayegbeni Yakubu')","(34, 1, 'Mikel Arteta')","(50, 0, 'Alex Song')","(59, 0, 'Ayegbeni Yakubu')","(68, 0, 'Laurent Koscielny')","(85, 1, 'Marouane Chamakh')",,,,,
2011-09-17,Bolton Wanderers,Norwich City,1,2,"(37, 1, 'Anthony Pilkington')","(42, 1, 'Bradley Johnson')","(64, 0, 'Martin Petrov')",,,,,,,,,
2011-09-17,Everton,Wigan Athletic,3,1,"(31, 1, 'Franco Di Santo')","(33, 0, 'Phil Jagielka')","(84, 0, 'Apostolos Vellios')","(90, 0, 'Roysten Drenthe')",,,,,,,,
2011-09-17,Swansea City,West Bromwich Albion,3,0,"(14, 0, 'Scott Sinclair')","(24, 0, 'Leroy Lita')","(49, 0, 'Nathan Dyer')",,,,,,,,,
2011-09-17,Wolverhampton Wanderers,Queens Park Rangers,0,3,"(8, 1, 'Joey Barton')","(10, 1, 'Alejandro Faurlin')","(87, 1, 'DJ Campbell')",,,,,,,,,
2011-09-18,Fulham,Manchester City,2,2,"(18, 1, 'Sergio Aguero')","(46, 1, 'Sergio Aguero')","(55, 0, 'Bobby Zamora')","(75, 0, 'Vincent Kompany')",,,,,,,,
2011-09-18,Manchester United,Chelsea,3,1,"(8, 0, 'Chris Smalling')","(37, 0, ' Nani')","(45, 0, 'Wayne Rooney')","(46, 1, 'Fernando Torres')",,,,,,,,
2011-09-18,Sunderland,Stoke City,4,0,"(5, 0, 'Titus Bramble')","(11, 0, 'Jonathan Woodgate')","(28, 0, 'Craig Gardner')","(58, 0, 'Seb Larsson')",,,,,,,,
2011-09-18,Tottenham Hotspur,Liverpool,4,0,"(7, 0, 'Luka Modric')","(66, 0, 'Jermain Defoe')","(68, 0, 'Emmanuel Adebayor')","(90, 0, 'Emmanuel Adebayor')",,,,,,,,
2011-09-24,Arsenal,Bolton Wanderers,3,0,"(46, 0, 'Robin Van Persie')","(71, 0, 'Robin Van Persie')","(89, 0, 'Alex Song')",,,,,,,,,
2011-09-24,Chelsea,Swansea City,4,1,"(29, 0, 'Fernando Torres')","(36, 0, ' Ramires')","(76, 0, ' Ramires')","(86, 1, 'Ashley Williams')","(90, 0, 'Didier Drogba')",,,,,,,
2011-09-24,Liverpool,Wolverhampton Wanderers,2,1,"(11, 0, 'Roger Johnson')","(38, 0, 'Luis Suarez')","(49, 1, 'Steven Fletcher')",,,,,,,,,
2011-09-24,Manchester City,Everton,2,0,"(68, 0, 'Mario Balotelli')","(89, 0, 'James Milner')",,,,,,,,,,
2011-09-24,Newcastle United,Blackburn Rovers,3,1,"(27, 0, 'Demba Ba')","(30, 0, 'Demba Ba')","(37, 1, 'Junior Hoilett')","(54, 0, 'Demba Ba')",,,,,,,,
2011-09-24,Stoke City,Manchester United,1,1,"(27, 1, ' Nani')","(52, 0, 'Peter Crouch')",,,,,,,,,,
2011-09-24,West Bromwich Albion,Fulham,0,0,,,,,,,,,,,,
2011-09-24,Wigan Athletic,Tottenham Hotspur,1,2,"(3, 1, 'Rafael van der Vaart')","(23, 1, 'Gareth Bale')","(50, 0, 'Mohamed Diame')",,,,,,,,,
2011-09-25,Queens Park Rangers,Aston Villa,1,1,"(58, 1, 'Barry Bannan')","(90, 0, 'Richard Dunne')",,,,,,,,,,
2011-09-26,Norwich City,Sunderland,2,1,"(31, 0, 'Leon Barnett')","(48, 0, 'Steve Morison')","(86, 1, 'Kieran Richardson')",,,,,,,,,
2011-10-01,Aston Villa,Wigan Athletic,2,0,"(36, 0, 'Gabby Agbonlahor')","(62, 0, 'Darren Bent')",,,,,,,,,,
2011-10-01,Blackburn Rovers,Manchester City,0,4,"(56, 1, 'Adam Johnson')","(59, 1, 'Mario Balotelli')","(73, 1, 'Samir Nasri')","(87, 1, 'Stefan Savic')",,,,,,,,
2011-10-01,Everton,Liverpool,0,2,"(71, 1, 'Andy Carroll')","(82, 1, 'Luis Suarez')",,,,,,,,,,
2011-10-01,Manchester United,Norwich City,2,0,"(68, 0, ' Anderson')","(87, 0, 'Danny Welbeck')",,,,,,,,,,
2011-10-01,Sunderland,West Bromwich Albion,2,2,"(4, 1, 'James Morrison')","(5, 1, 'Shane Long')","(24, 0, 'Nicklas Bendtner')","(26, 0, 'Ahmed Elmohamady')",,,,,,,,
2011-10-01,Wolverhampton Wanderers,Newcastle United,1,2,"(17, 1, 'Demba Ba')","(38, 1, 'Jonas Gutierrez')","(88, 0, 'Steven Fletcher')",,,,,,,,,
2011-10-02,Bolton Wanderers,Chelsea,1,5,"(2, 1, 'Daniel Sturridge')","(15, 1, 'Frank Lampard')","(25, 1, 'Daniel Sturridge')","(27, 1, 'Frank Lampard')","(46, 0, 'Dedryk Boyata')","(59, 1, 'Frank Lampard')",,,,,,
2011-10-02,Fulham,Queens Park Rangers,6,0,"(2, 0, 'Andrew Johnson')","(20, 0, 'Danny Murphy')","(38, 0, 'Andrew Johnson')","(59, 0, 'Andrew Johnson')","(65, 0, 'Clint Dempsey')","(74, 0, 'Bobby Zamora')",,,,,,
2011-10-02,Swansea City,Stoke City,2,0,"(9, 0, 'Scott Sinclair')","(85, 0, 'Danny Graham')",,,,,,,,,,
2011-10-02,Tottenham Hotspur,Arsenal,2,1,"(40, 0, 'Rafael van der Vaart')","(51, 1, 'Aaron Ramsey')","(73, 0, 'Kyle Walker')",,,,,,,,,
2011-10-15,Chelsea,Everton,3,1,"(31, 0, 'Daniel Sturridge')","(45, 0, 'John Terry')","(61, 0, ' Ramires')","(81, 1, 'Apostolos Vellios')",,,,,,,,
2011-10-15,Liverpool,Manchester United,1,1,"(68, 0, 'Steven Gerrard')","(81, 1, 'Javier Hernandez')",,,,,,,,,,
2011-10-15,Manchester City,Aston Villa,4,1,"(28, 0, 'Mario Balotelli')","(47, 0, 'Adam Johnson')","(52, 0, 'Vincent Kompany')","(65, 1, 'Stephen Warnock')","(71, 0, 'James Milner')",,,,,,,
2011-10-15,Norwich City,Swansea City,3,1,"(1, 0, 'Anthony Pilkington')","(10, 0, 'Russell Martin')","(12, 1, 'Danny Graham')","(63, 0, 'Anthony Pilkington')",,,,,,,,
2011-10-15,Queens Park Rangers,Blackburn Rovers,1,1,"(16, 0, 'Heidar Helguson')","(24, 1, 'Christopher Samba')",,,,,,,,,,
2011-10-15,Stoke City,Fulham,2,0,"(80, 0, 'Jon Walters')","(87, 0, 'Rory Delap')",,,,,,,,,,
2011-10-15,Wigan Athletic,Bolton Wanderers,1,3,"(4, 1, 'Gary Caldwell')","(40, 0, 'Mohamed Diame')","(45, 1, ""David N'Gog"")","(90, 1, 'Chris Eagles')",,,,,,,,
2011-10-16,Arsenal,Sunderland,2,1,"(1, 0, 'Robin Van Persie')","(31, 1, 'Seb Larsson')","(82, 0, 'Robin Van Persie')",,,,,,,,,
2011-10-16,Newcastle United,Tottenham Hotspur,2,2,"(40, 1, 'Rafael van der Vaart')","(48, 0, 'Demba Ba')","(68, 1, 'Jermain Defoe')","(86, 0, 'Shola Ameobi')",,,,,,,,
2011-10-16,West Bromwich Albion,Wolverhampton Wanderers,2,0,"(8, 0, 'Chris Brunt')","(75, 0, 'Peter Odemwingie')",,,,,,,,,,
2011-10-22,Aston Villa,West Bromwich Albion,1,2,"(23, 0, 'Darren Bent')","(45, 1, 'Jonas Olsson')","(57, 1, 'Paul Scharner')",,,,,,,,,
2011-10-22,Bolton Wanderers,Sunderland,0,2,"(82, 1, 'Stephane Sessegnon')","(90, 1, 'Nicklas Bendtner')",,,,,,,,,,
2011-10-22,Liverpool,Norwich City,1,1,"(45, 0, 'Craig Bellamy')","(60, 1, 'Grant Holt')",,,,,,,,,,
2011-10-22,Newcastle United,Wigan Athletic,1,0,"(81, 0, 'Yohan Cabaye')",,,,,,,,,,,
2011-10-22,Wolverhampton Wanderers,Swansea City,2,2,"(23, 1, 'Danny Graham')","(35, 1, 'Joe Allen')","(84, 0, 'Kevin Doyle')","(86, 0, ""Jamie O'Hara"")",,,,,,,,
2011-10-23,Arsenal,Stoke City,3,1,"(27, 0, ' Gervinho')","(34, 1, 'Peter Crouch')","(73, 0, 'Robin Van Persie')","(82, 0, 'Robin Van Persie')",,,,,,,,
2011-10-23,Blackburn Rovers,Tottenham Hotspur,1,2,"(15, 1, 'Rafael van der Vaart')","(28, 0, 'Mauro Formica')","(53, 1, 'Rafael van der Vaart')",,,,,,,,,
2011-10-23,Fulham,Everton,1,3,"(3, 1, 'Roysten Drenthe')","(67, 0, 'Bryan Ruiz')","(90, 1, 'Jack Rodwell')","(90, 1, 'Louis Saha')",,,,,,,,
2011-10-23,Manchester United,Manchester City,1,6,"(22, 1, 'Mario Balotelli')","(60, 1, 'Mario Balotelli')","(69, 1, 'Sergio Aguero')","(81, 0, 'Darren Fletcher')","(90, 1, 'Edin Dzeko')","(90, 1, 'Edin Dzeko')","(90, 1, 'David Silva')",,,,,
2011-10-23,Queens Park Rangers,Chelsea,1,0,"(10, 0, 'Heidar Helguson')",,,,,,,,,,,
2011-10-29,Chelsea,Arsenal,3,5,"(14, 0, 'Frank Lampard')","(36, 1, 'Robin Van Persie')","(45, 0, 'John Terry')","(49, 1, ' Andre Santos')","(55, 1, 'Theo Walcott')","(80, 0, 'Juan Mata')","(85, 1, 'Robin Van Persie')","(90, 1, 'Robin Van Persie')",,,,
2011-10-29,Everton,Manchester United,0,1,"(19, 1, 'Javier Hernandez')",,,,,,,,,,,
2011-10-29,Manchester City,Wolverhampton Wanderers,3,1,"(52, 0, 'Edin Dzeko')","(67, 0, 'Aleksandar Kolarov')","(75, 1, 'Stephen Hunt')","(90, 0, 'Adam Johnson')",,,,,,,,
2011-10-29,Norwich City,Blackburn Rovers,3,3,"(45, 1, 'Junior Hoilett')","(53, 0, 'Steve Morison')","(62, 1, 'Ayegbeni Yakubu')","(64, 1, 'Christopher Samba')","(82, 0, 'Bradley Johnson')","(90, 0, 'Grant Holt')",,,,,,
2011-10-29,Sunderland,Aston Villa,2,2,"(20, 1, 'Stilian Petrov')","(38, 0, 'Connor Wickham')","(85, 1, 'Richard Dunne')","(89, 0, 'Stephane Sessegnon')",,,,,,,,
2011-10-29,Swansea City,Bolton Wanderers,3,1,"(49, 0, 'Joe Allen')","(57, 0, 'Scott Sinclair')","(73, 1, 'Danny Graham')","(90, 0, 'Danny Graham')",,,,,,,,
2011-10-29,West Bromwich Albion,Liverpool,0,2,"(9, 1, 'Charlie Adam')","(45, 1, 'Andy Carroll')",,,,,,,,,,
2011-10-29,Wigan Athletic,Fulham,0,2,"(41, 1, 'Clint Dempsey')","(86, 1, 'Moussa Dembele')",,,,,,,,,,
2011-10-30,Tottenham Hotspur,Queens Park Rangers,3,1,"(20, 0, 'Gareth Bale')","(33, 0, 'Rafael van der Vaart')","(62, 1, 'Jay Bothroyd')","(72, 0, 'Gareth Bale')",,,,,,,,
2011-10-31,Stoke City,Newcastle United,1,3,"(12, 1, 'Demba Ba')","(40, 1, 'Demba Ba')","(75, 0, 'Jon Walters')","(81, 1, 'Demba Ba')",,,,,,,,
2011-11-05,Arsenal,West Bromwich Albion,3,0,"(22, 0, 'Robin Van Persie')","(39, 0, 'Thomas Vermaelen')","(74, 0, 'Mikel Arteta')",,,,,,,,,
2011-11-05,Aston Villa,Norwich City,3,2,"(25, 1, 'Anthony Pilkington')","(30, 0, 'Darren Bent')","(48, 0, 'Gabby Agbonlahor')","(62, 0, 'Darren Bent')","(77, 1, 'Steve Morison')",,,,,,,
2011-11-05,Blackburn Rovers,Chelsea,0,1,"(51, 1, 'Frank Lampard')",,,,,,,,,,,
2011-11-05,Liverpool,Swansea City,0,0,,,,,,,,,,,,
2011-11-05,Manchester United,Sunderland,1,0,"(45, 0, 'Wes Brown')",,,,,,,,,,,
2011-11-05,Newcastle United,Everton,2,1,"(12, 0, 'Johnny Heitinga')","(29, 0, 'Ryan Taylor')","(45, 1, 'Jack Rodwell')",,,,,,,,,
2011-11-05,Queens Park Rangers,Manchester City,2,3,"(28, 0, 'Jay Bothroyd')","(43, 1, 'Edin Dzeko')","(52, 1, 'David Silva')","(69, 0, 'Heidar Helguson')","(74, 1, 'Yaya Toure')",,,,,,,
2011-11-06,Bolton Wanderers,Stoke City,5,0,"(2, 0, 'Kevin Davies')","(23, 0, 'Chris Eagles')","(61, 0, 'Ivan Klasnic')","(73, 0, 'Chris Eagles')","(81, 0, 'Ivan Klasnic')",,,,,,,
2011-11-06,Fulham,Tottenham Hotspur,1,3,"(10, 1, 'Chris Baird')","(45, 1, 'Aaron Lennon')","(57, 0, 'Younes Kaboul')","(90, 1, 'Jermain Defoe')",,,,,,,,
2011-11-06,Wolverhampton Wanderers,Wigan Athletic,3,1,"(31, 0, ""Jamie O'Hara"")","(42, 1, 'Ben Watson')","(55, 0, 'David Edwards')","(66, 0, 'Stephen Ward')",,,,,,,,
2011-11-19,Everton,Wolverhampton Wanderers,2,1,"(37, 1, 'Stephen Hunt')","(44, 0, 'Phil Jagielka')","(83, 0, 'Leighton Baines')",,,,,,,,,
2011-11-19,Manchester City,Newcastle United,3,1,"(41, 0, 'Mario Balotelli')","(44, 0, 'Micah Richards')","(72, 0, 'Sergio Aguero')","(89, 1, 'Dan Gosling')",,,,,,,,
2011-11-19,Norwich City,Arsenal,1,2,"(16, 0, 'Steve Morison')","(26, 1, 'Robin Van Persie')","(59, 1, 'Robin Van Persie')",,,,,,,,,
2011-11-19,Stoke City,Queens Park Rangers,2,3,"(8, 0, 'Jon Walters')","(22, 1, 'Heidar Helguson')","(44, 1, 'Luke Young')","(54, 1, 'Heidar Helguson')","(64, 0, 'Ryan Shawcross')",,,,,,,
2011-11-19,Sunderland,Fulham,0,0,,,,,,,,,,,,
2011-11-19,Swansea City,Manchester United,0,1,"(11, 1, 'Javier Hernandez')",,,,,,,,,,,
2011-11-19,West Bromwich Albion,Bolton Wanderers,2,1,"(16, 0, 'Jerome Thomas')","(21, 1, 'Ivan Klasnic')","(56, 0, 'Shane Long')",,,,,,,,,
2011-11-19,Wigan Athletic,Blackburn Rovers,3,3,"(2, 1, 'Ayegbeni Yakubu')","(7, 0, 'Jordi Gomez')","(31, 0, 'Gary Caldwell')","(59, 1, 'Junior Hoilett')","(88, 0, 'Albert Crusat')","(90, 1, 'Ayegbeni Yakubu')",,,,,,
2011-11-20,Chelsea,Liverpool,1,2,"(33, 1, 'Maxi Rodriguez')","(55, 0, 'Daniel Sturridge')","(87, 1, 'Glen Johnson')",,,,,,,,,
2011-11-21,Tottenham Hotspur,Aston Villa,2,0,"(14, 0, 'Emmanuel Adebayor')","(40, 0, 'Emmanuel Adebayor')",,,,,,,,,,
2011-11-26,Arsenal,Fulham,1,1,"(65, 1, 'Thomas Vermaelen')","(82, 0, 'Thomas Vermaelen')",,,,,,,,,,
2011-11-26,Bolton Wanderers,Everton,0,2,"(49, 1, 'Marouane Fellaini')","(78, 1, 'Apostolos Vellios')",,,,,,,,,,
2011-11-26,Chelsea,Wolverhampton Wanderers,3,0,"(7, 0, 'John Terry')","(29, 0, 'Daniel Sturridge')","(45, 0, 'Juan Mata')",,,,,,,,,
2011-11-26,Manchester United,Newcastle United,1,1,"(49, 0, 'Javier Hernandez')","(64, 1, 'Demba Ba')",,,,,,,,,,
2011-11-26,Norwich City,Queens Park Rangers,2,1,"(15, 0, 'Russell Martin')","(59, 1, 'Luke Young')","(73, 0, 'Grant Holt')",,,,,,,,,
2011-11-26,Stoke City,Blackburn Rovers,3,1,"(28, 0, 'Rory Delap')","(58, 0, 'Glenn Whelan')","(72, 0, 'Peter Crouch')","(86, 1, 'Ruben Rochina')",,,,,,,,
2011-11-26,Sunderland,Wigan Athletic,1,2,"(8, 0, 'Seb Larsson')","(44, 1, 'Jordi Gomez')","(90, 1, 'Franco Di Santo')",,,,,,,,,
2011-11-26,West Bromwich Albion,Tottenham Hotspur,1,3,"(10, 0, 'Youssef Mulumbu')","(25, 1, 'Emmanuel Adebayor')","(81, 1, 'Jermain Defoe')","(90, 1, 'Emmanuel Adebayor')",,,,,,,,
2011-11-27,Liverpool,Manchester City,1,1,"(31, 1, 'Vincent Kompany')","(33, 0, 'Joleon Lescott')",,,,,,,,,,
2011-11-27,Swansea City,Aston Villa,0,0,,,,,,,,,,,,
2011-12-03,Aston Villa,Manchester United,0,1,"(20, 1, 'Phil Jones')",,,,,,,,,,,
2011-12-03,Blackburn Rovers,Swansea City,4,2,"(20, 0, 'Ayegbeni Yakubu')","(35, 1, 'Leroy Lita')","(45, 0, 'Ayegbeni Yakubu')","(57, 0, 'Ayegbeni Yakubu')","(66, 1, 'Luke Moore')","(82, 0, 'Ayegbeni Yakubu')",,,,,,
2011-12-03,Manchester City,Norwich City,5,1,"(32, 0, 'Sergio Aguero')","(51, 0, 'Samir Nasri')","(68, 0, 'Yaya Toure')","(81, 1, 'Steve Morison')","(88, 0, 'Mario Balotelli')","(90, 0, 'Adam Johnson')",,,,,,
2011-12-03,Newcastle United,Chelsea,0,3,"(38, 1, 'Didier Drogba')","(89, 1, 'Salomon Kalou')","(90, 1, 'Daniel Sturridge')",,,,,,,,,
2011-12-03,Queens Park Rangers,West Bromwich Albion,1,1,"(20, 0, 'Heidar Helguson')","(81, 1, 'Shane Long')",,,,,,,,,,
2011-12-03,Tottenham Hotspur,Bolton Wanderers,3,0,"(7, 0, 'Gareth Bale')","(50, 0, 'Aaron Lennon')","(60, 0, 'Jermain Defoe')",,,,,,,,,
2011-12-03,Wigan Athletic,Arsenal,0,4,"(28, 1, 'Mikel Arteta')","(29, 1, 'Thomas Vermaelen')","(61, 1, ' Gervinho')","(78, 1, 'Robin Van Persie')",,,,,,,,
2011-12-04,Everton,Stoke City,0,1,"(15, 1, 'Robert Huth')",,,,,,,,,,,
2011-12-04,Wolverhampton Wanderers,Sunderland,2,1,"(52, 1, 'Kieran Richardson')","(73, 0, 'Steven Fletcher')","(81, 0, 'Steven Fletcher')",,,,,,,,,
2011-12-05,Fulham,Liverpool,1,0,"(85, 0, 'Clint Dempsey')",,,,,,,,,,,
2011-12-10,Arsenal,Everton,1,0,"(70, 0, 'Robin Van Persie')",,,,,,,,,,,
2011-12-10,Bolton Wanderers,Aston Villa,1,2,"(33, 1, 'Marc Albrighton')","(39, 1, 'Stilian Petrov')","(55, 0, 'Ivan Klasnic')",,,,,,,,,
2011-12-10,Liverpool,Queens Park Rangers,1,0,"(47, 0, 'Luis Suarez')",,,,,,,,,,,
2011-12-10,Manchester United,Wolverhampton Wanderers,4,1,"(17, 0, ' Nani')","(27, 0, 'Wayne Rooney')","(47, 1, 'Steven Fletcher')","(56, 0, ' Nani')","(62, 0, 'Wayne Rooney')",,,,,,,
2011-12-10,Norwich City,Newcastle United,4,2,"(39, 0, 'Wes Hoolahan')","(45, 1, 'Demba Ba')","(59, 0, 'Grant Holt')","(63, 0, 'Steve Morison')","(71, 1, 'Demba Ba')","(82, 0, 'Grant Holt')",,,,,,
2011-12-10,Swansea City,Fulham,2,0,"(56, 0, 'Scott Sinclair')","(90, 0, 'Danny Graham')",,,,,,,,,,
2011-12-10,West Bromwich Albion,Wigan Athletic,1,2,"(33, 0, 'Steven Reid')","(37, 1, 'Victor Moses')","(57, 1, 'Jordi Gomez')",,,,,,,,,
2011-12-11,Stoke City,Tottenham Hotspur,2,1,"(13, 0, 'Matthew Etherington')","(43, 0, 'Matthew Etherington')","(62, 1, 'Emmanuel Adebayor')",,,,,,,,,
2011-12-11,Sunderland,Blackburn Rovers,2,1,"(17, 1, 'Simon Vukcevic')","(84, 0, 'David Vaughan')","(90, 0, 'Seb Larsson')",,,,,,,,,
2011-12-12,Chelsea,Manchester City,2,1,"(2, 1, 'Mario Balotelli')","(34, 0, ' Raul Meireles')","(83, 0, 'Frank Lampard')",,,,,,,,,
2011-12-17,Blackburn Rovers,West Bromwich Albion,1,2,"(52, 1, 'James Morrison')","(72, 0, 'Scott Dann')","(89, 1, 'Peter Odemwingie')",,,,,,,,,
2011-12-17,Everton,Norwich City,1,1,"(28, 1, 'Grant Holt')","(81, 0, 'Leon Osman')",,,,,,,,,,
2011-12-17,Fulham,Bolton Wanderers,2,0,"(32, 0, 'Clint Dempsey')","(34, 0, 'Bryan Ruiz')",,,,,,,,,,
2011-12-17,Newcastle United,Swansea City,0,0,,,,,,,,,,,,
2011-12-17,Wigan Athletic,Chelsea,1,1,"(59, 1, 'Daniel Sturridge')","(88, 0, 'Jordi Gomez')",,,,,,,,,,
2011-12-17,Wolverhampton Wanderers,Stoke City,1,2,"(17, 0, 'Stephen Hunt')","(58, 1, 'Kevin Doyle')","(70, 1, 'Peter Crouch')",,,,,,,,,
2011-12-18,Aston Villa,Liverpool,0,2,"(11, 1, 'Craig Bellamy')","(15, 1, 'Martin Skrtel')",,,,,,,,,,
2011-12-18,Manchester City,Arsenal,1,0,"(53, 0, 'David Silva')",,,,,,,,,,,
2011-12-18,Queens Park Rangers,Manchester United,0,2,"(1, 1, 'Wayne Rooney')","(56, 1, 'Michael Carrick')",,,,,,,,,,
2011-12-18,Tottenham Hotspur,Sunderland,1,0,"(61, 0, 'Roman Pavlyuchenko')",,,,,,,,,,,
