Date,Home,Away,FTHG,FTAG,1 goal,2 goal,3 goal,4 goal,5 goal,6 goal,7 goal,8 goal,9 goal,10 goal,11 goal,12 goal
2012-09-22,Southampton,Aston Villa,4,1,"(36, 1, 'Darren Bent')","(58, 0, 'Rickie Lambert')","(63, 0, 'Nathaniel Clyne')","(72, 0, 'Jason Puncheon')","(90, 0, 'Rickie Lambert')",,,,,,,
2012-09-22,Swansea City,Everton,0,3,"(21, 1, 'Victor Anichebe')","(43, 1, 'Kevin Mirallas')","(82, 1, 'Marouane Fellaini')",,,,,,,,,
2012-09-22,West Bromwich Albion,Reading,1,0,"(71, 0, 'Romelu Lukaku')",,,,,,,,,,,
2012-09-22,West Ham United,Sunderland,1,1,"(9, 1, 'Steven Fletcher')","(90, 0, 'Kevin Nolan')",,,,,,,,,,
2012-09-22,Wigan Athletic,Fulham,1,2,"(31, 1, 'Hugo Rodallega')","(68, 1, 'Damien Duff')","(90, 0, 'Arouna Kone')",,,,,,,,,
2012-09-23,Liverpool,Manchester United,1,2,"(46, 0, 'Steven Gerrard')","(51, 1, ' Rafael Da Silva')","(81, 1, 'Robin Van Persie')",,,,,,,,,
2012-09-23,Manchester City,Arsenal,1,1,"(40, 0, 'Joleon Lescott')","(82, 1, 'Laurent Koscielny')",,,,,,,,,,
2012-09-23,Newcastle United,Norwich City,1,0,"(19, 0, 'Demba Ba')",,,,,,,,,,,
2012-09-23,Tottenham Hotspur,Queens Park Rangers,2,1,"(33, 1, 'Bobby Zamora')","(60, 0, 'Alejandro Faurlin')","(61, 0, 'Jermain Defoe')",,,,,,,,,
2012-09-29,Arsenal,Chelsea,1,2,"(20, 1, 'Fernando Torres')","(42, 0, ' Gervinho')","(53, 1, 'Juan Mata')",,,,,,,,,
2012-09-29,Everton,Southampton,3,1,"(6, 1, 'Gaston Ramirez')","(25, 0, 'Leon Osman')","(32, 0, 'Nikica Jelavic')","(38, 0, 'Nikica Jelavic')",,,,,,,,
2012-09-29,Fulham,Manchester City,1,2,"(10, 0, 'Mladen Petric')","(43, 1, 'Sergio Aguero')","(87, 1, 'Edin Dzeko')",,,,,,,,,
2012-09-29,Manchester United,Tottenham Hotspur,2,3,"(2, 1, 'Jonny Evans')","(32, 1, 'Gareth Bale')","(51, 0, ' Nani')","(52, 1, 'Clint Dempsey')","(53, 0, 'Shinji Kagawa')",,,,,,,
2012-09-29,Norwich City,Liverpool,2,5,"(2, 1, 'Luis Suarez')","(38, 1, 'Luis Suarez')","(47, 1, ' Nuri Sahin')","(57, 1, 'Luis Suarez')","(61, 0, 'Steve Morison')","(68, 1, 'Leon Barnett')","(87, 0, 'Grant Holt')",,,,,
2012-09-29,Reading,Newcastle United,2,2,"(58, 0, 'Jimmy Kebe')","(58, 1, 'Demba Ba')","(62, 0, 'Noel Hunt')","(83, 1, 'Demba Ba')",,,,,,,,
2012-09-29,Stoke City,Swansea City,2,0,"(12, 0, 'Peter Crouch')","(36, 0, 'Peter Crouch')",,,,,,,,,,
2012-09-29,Sunderland,Wigan Athletic,1,0,"(51, 0, 'Steven Fletcher')",,,,,,,,,,,
2012-09-30,Aston Villa,West Bromwich Albion,1,1,"(51, 1, 'Shane Long')","(80, 0, 'Darren Bent')",,,,,,,,,,
2012-10-01,Queens Park Rangers,West Ham United,1,2,"(3, 1, 'Matt Jarvis')","(35, 1, 'Ricardo Vaz Te')","(57, 0, 'Adel Taarabt')",,,,,,,,,
2012-10-06,Chelsea,Norwich City,4,1,"(11, 1, 'Grant Holt')","(14, 0, 'Fernando Torres')","(22, 0, 'Frank Lampard')","(31, 0, 'Eden Hazard')","(76, 0, 'Branislav Ivanovic')",,,,,,,
2012-10-06,Manchester City,Sunderland,3,0,"(5, 0, 'Aleksandar Kolarov')","(60, 0, 'Sergio Aguero')","(89, 0, 'James Milner')",,,,,,,,,
2012-10-06,Swansea City,Reading,2,2,"(31, 1, 'Pavel Pogrebnyak')","(44, 1, 'Noel Hunt')","(71, 0, ' Michu')","(78, 0, 'Wayne Routledge')",,,,,,,,
2012-10-06,West Bromwich Albion,Queens Park Rangers,3,2,"(5, 0, 'James Morrison')","(22, 0, 'Zoltan Gera')","(35, 1, 'Adel Taarabt')","(85, 0, 'Youssef Mulumbu')","(90, 1, 'Esteban Granero')",,,,,,,
2012-10-06,West Ham United,Arsenal,1,3,"(21, 0, 'Mohamed Diame')","(41, 1, 'Olivier Giroud')","(77, 1, 'Theo Walcott')","(83, 1, 'Santi Cazorla')",,,,,,,,
2012-10-06,Wigan Athletic,Everton,2,2,"(10, 0, 'Arouna Kone')","(11, 1, 'Nikica Jelavic')","(23, 0, 'Franco Di Santo')","(87, 1, 'Leighton Baines')",,,,,,,,
2012-10-07,Liverpool,Stoke City,0,0,,,,,,,,,,,,
2012-10-07,Newcastle United,Manchester United,0,3,"(8, 1, 'Jonny Evans')","(15, 1, 'Patrice Evra')","(71, 1, 'Tom Cleverley')",,,,,,,,,
2012-10-07,Southampton,Fulham,2,2,"(4, 0, 'Jose Fonte')","(70, 1, 'Jos Hooiveld')","(88, 1, 'Kieran Richardson')","(90, 0, 'Jose Fonte')",,,,,,,,
2012-10-07,Tottenham Hotspur,Aston Villa,2,0,"(58, 0, 'Steven Caulker')","(67, 0, 'Aaron Lennon')",,,,,,,,,,
2012-10-20,Fulham,Aston Villa,1,0,"(84, 0, 'Chris Baird')",,,,,,,,,,,
2012-10-20,Liverpool,Reading,1,0,"(29, 0, 'Raheem Sterling')",,,,,,,,,,,
2012-10-20,Manchester United,Stoke City,4,2,"(11, 1, 'Wayne Rooney')","(27, 0, 'Wayne Rooney')","(44, 0, 'Robin Van Persie')","(46, 0, 'Danny Welbeck')","(58, 1, 'Michael Kightly')","(65, 0, 'Wayne Rooney')",,,,,,
2012-10-20,Norwich City,Arsenal,1,0,"(19, 0, 'Grant Holt')",,,,,,,,,,,
2012-10-20,Swansea City,Wigan Athletic,2,1,"(65, 0, ' Pablo Hernandez')","(67, 0, ' Michu')","(69, 1, 'Emmerson Boyce')",,,,,,,,,
2012-10-20,Tottenham Hotspur,Chelsea,2,4,"(17, 1, 'Gary Cahill')","(47, 0, 'William Gallas')","(54, 0, 'Jermain Defoe')","(66, 1, 'Juan Mata')","(69, 1, 'Juan Mata')","(90, 1, 'Daniel Sturridge')",,,,,,
2012-10-20,West Bromwich Albion,Manchester City,1,2,"(67, 0, 'Shane Long')","(80, 1, 'Edin Dzeko')","(90, 1, 'Edin Dzeko')",,,,,,,,,
2012-10-20,West Ham United,Southampton,4,1,"(46, 0, 'Mark Noble')","(48, 0, 'Kevin Nolan')","(63, 1, 'Adam Lallana')","(72, 0, 'Mark Noble')","(87, 0, 'Modibo Maiga')",,,,,,,
2012-10-21,Queens Park Rangers,Everton,1,1,"(2, 0, 'Leighton Baines')","(33, 1, ' Julio Cesar')",,,,,,,,,,
2012-10-21,Sunderland,Newcastle United,1,1,"(3, 1, 'Yohan Cabaye')","(86, 0, 'Demba Ba')",,,,,,,,,,
2012-10-27,Arsenal,Queens Park Rangers,1,0,"(84, 0, 'Mikel Arteta')",,,,,,,,,,,
2012-10-27,Aston Villa,Norwich City,1,1,"(27, 0, 'Christian Benteke')","(79, 1, 'Michael Turner')",,,,,,,,,,
2012-10-27,Manchester City,Swansea City,1,0,"(61, 0, 'Carlos Tevez')",,,,,,,,,,,
2012-10-27,Reading,Fulham,3,3,"(26, 0, 'Mikele Leigertwood')","(61, 1, 'Bryan Ruiz')","(77, 1, 'Chris Baird')","(85, 0, 'Garath McCleary')","(88, 1, 'Dimitar Berbatov')","(90, 0, 'Hal Robson-Kanu')",,,,,,
2012-10-27,Stoke City,Sunderland,0,0,,,,,,,,,,,,
2012-10-27,Wigan Athletic,West Ham United,2,1,"(8, 0, 'Ivan Ramis')","(47, 0, 'James McArthur')","(90, 1, 'James Tomkins')",,,,,,,,,
2012-10-28,Chelsea,Manchester United,2,3,"(4, 1, ' David Luiz')","(12, 1, 'Robin Van Persie')","(44, 0, 'Juan Mata')","(53, 0, ' Ramires')","(75, 1, 'Javier Hernandez')",,,,,,,
2012-10-28,Everton,Liverpool,2,2,"(14, 1, 'Leighton Baines')","(20, 1, 'Luis Suarez')","(22, 0, 'Leon Osman')","(35, 0, 'Steven Naismith')",,,,,,,,
2012-10-28,Newcastle United,West Bromwich Albion,2,1,"(35, 0, 'Demba Ba')","(55, 1, 'Romelu Lukaku')","(90, 0, 'Papiss Cisse')",,,,,,,,,
2012-10-28,Southampton,Tottenham Hotspur,1,2,"(15, 1, 'Gareth Bale')","(39, 1, 'Clint Dempsey')","(66, 0, 'Jay Rodriguez')",,,,,,,,,
2012-11-03,Fulham,Everton,2,2,"(7, 0, 'Bryan Ruiz')","(55, 1, 'Marouane Fellaini')","(72, 1, 'Marouane Fellaini')","(90, 0, 'Steve Sidwell')",,,,,,,,
2012-11-03,Manchester United,Arsenal,2,1,"(3, 0, 'Robin Van Persie')","(67, 0, 'Patrice Evra')","(90, 1, 'Santi Cazorla')",,,,,,,,,
2012-11-03,Norwich City,Stoke City,1,0,"(44, 0, 'Bradley Johnson')",,,,,,,,,,,
2012-11-03,Sunderland,Aston Villa,0,1,"(57, 1, 'Gabby Agbonlahor')",,,,,,,,,,,
2012-11-03,Swansea City,Chelsea,1,1,"(61, 1, 'Victor Moses')","(88, 0, ' Pablo Hernandez')",,,,,,,,,,
2012-11-03,Tottenham Hotspur,Wigan Athletic,0,1,"(56, 1, 'Ben Watson')",,,,,,,,,,,
2012-11-03,West Ham United,Manchester City,0,0,,,,,,,,,,,,
2012-11-04,Liverpool,Newcastle United,1,1,"(43, 1, 'Yohan Cabaye')","(67, 0, 'Luis Suarez')",,,,,,,,,,
2012-11-04,Queens Park Rangers,Reading,1,1,"(16, 1, 'Kaspars Gorkss')","(66, 0, 'Djibril Cisse')",,,,,,,,,,
2012-11-05,West Bromwich Albion,Southampton,2,0,"(36, 0, 'Peter Odemwingie')","(60, 0, 'Peter Odemwingie')",,,,,,,,,,
2012-11-10,Arsenal,Fulham,3,3,"(11, 0, 'Olivier Giroud')","(23, 0, 'Lukas Podolski')","(29, 1, 'Dimitar Berbatov')","(40, 1, 'Alex Kacaniklic')","(67, 1, 'Dimitar Berbatov')","(69, 0, 'Olivier Giroud')",,,,,,
2012-11-10,Aston Villa,Manchester United,2,3,"(45, 0, 'Andi Weimann')","(50, 0, 'Andi Weimann')","(58, 1, 'Javier Hernandez')","(63, 1, 'Ron Vlaar')","(87, 1, 'Javier Hernandez')",,,,,,,
2012-11-10,Everton,Sunderland,2,1,"(45, 1, 'Adam Johnson')","(76, 0, 'Marouane Fellaini')","(79, 0, 'Nikica Jelavic')",,,,,,,,,
2012-11-10,Reading,Norwich City,0,0,,,,,,,,,,,,
2012-11-10,Southampton,Swansea City,1,1,"(64, 0, 'Morgan Schneiderlin')","(73, 1, 'Nathan Dyer')",,,,,,,,,,
2012-11-10,Stoke City,Queens Park Rangers,1,0,"(52, 0, 'Charlie Adam')",,,,,,,,,,,
2012-11-10,Wigan Athletic,West Bromwich Albion,1,2,"(31, 1, 'James Morrison')","(43, 1, 'Gary Caldwell')","(44, 0, 'Arouna Kone')",,,,,,,,,
2012-11-11,Chelsea,Liverpool,1,1,"(20, 0, 'John Terry')","(73, 1, 'Luis Suarez')",,,,,,,,,,
2012-11-11,Manchester City,Tottenham Hotspur,2,1,"(21, 1, 'Steven Caulker')","(65, 0, 'Sergio Aguero')","(88, 0, 'Edin Dzeko')",,,,,,,,,
2012-11-11,Newcastle United,West Ham United,0,1,"(37, 1, 'Kevin Nolan')",,,,,,,,,,,
2012-11-17,Arsenal,Tottenham Hotspur,5,2,"(10, 1, 'Emmanuel Adebayor')","(24, 0, 'Per Mertesacker')","(42, 0, 'Lukas Podolski')","(45, 0, 'Olivier Giroud')","(60, 0, 'Santi Cazorla')","(71, 1, 'Gareth Bale')","(90, 0, 'Theo Walcott')",,,,,
2012-11-17,Liverpool,Wigan Athletic,3,0,"(47, 0, 'Luis Suarez')","(58, 0, 'Luis Suarez')","(65, 0, 'Jose Enrique')",,,,,,,,,
2012-11-17,Manchester City,Aston Villa,5,0,"(43, 0, 'David Silva')","(54, 0, 'Sergio Aguero')","(65, 0, 'Carlos Tevez')","(67, 0, 'Sergio Aguero')","(74, 0, 'Carlos Tevez')",,,,,,,
2012-11-17,Newcastle United,Swansea City,1,2,"(58, 1, ' Michu')","(87, 1, 'Jonathan De Guzman')","(90, 0, 'Demba Ba')",,,,,,,,,
2012-11-17,Norwich City,Manchester United,1,0,"(60, 0, 'Anthony Pilkington')",,,,,,,,,,,
2012-11-17,Queens Park Rangers,Southampton,1,3,"(23, 1, 'Rickie Lambert')","(45, 1, 'Jason Puncheon')","(49, 0, 'Junior Hoilett')","(83, 1, 'Anton Ferdinand')",,,,,,,,
2012-11-17,Reading,Everton,2,1,"(10, 1, 'Steven Naismith')","(51, 0, 'Adam Le Fondre')","(79, 0, 'Adam Le Fondre')",,,,,,,,,
2012-11-17,West Bromwich Albion,Chelsea,2,1,"(10, 0, 'Shane Long')","(39, 1, 'Eden Hazard')","(50, 0, 'Peter Odemwingie')",,,,,,,,,
2012-11-18,Fulham,Sunderland,1,3,"(50, 1, 'Steven Fletcher')","(62, 0, 'Mladen Petric')","(65, 1, 'Carlos Cuellar')","(70, 1, 'Stephane Sessegnon')",,,,,,,,
2012-11-19,West Ham United,Stoke City,1,1,"(13, 1, 'Jon Walters')","(48, 0, ""Joey O'Brien"")",,,,,,,,,,
2012-11-24,Aston Villa,Arsenal,0,0,,,,,,,,,,,,
2012-11-24,Everton,Norwich City,1,1,"(12, 0, 'Steven Naismith')","(90, 1, 'Sebastien Bassong')",,,,,,,,,,
2012-11-24,Manchester United,Queens Park Rangers,3,1,"(52, 1, 'Jamie Mackie')","(64, 0, 'Jonny Evans')","(68, 0, 'Darren Fletcher')","(72, 0, 'Javier Hernandez')",,,,,,,,
2012-11-24,Stoke City,Fulham,1,0,"(26, 0, 'Charlie Adam')",,,,,,,,,,,
2012-11-24,Sunderland,West Bromwich Albion,2,4,"(30, 1, 'Zoltan Gera')","(44, 1, 'Shane Long')","(73, 0, 'Craig Gardner')","(81, 1, 'Romelu Lukaku')","(87, 0, 'Stephane Sessegnon')","(90, 1, 'Craig Gardner')",,,,,,
2012-11-24,Wigan Athletic,Reading,3,2,"(35, 1, 'Sean Morrison')","(58, 0, 'Jordi Gomez')","(68, 0, 'Jordi Gomez')","(80, 1, 'Ali Al Habsi')","(90, 0, 'Jordi Gomez')",,,,,,,
2012-11-25,Chelsea,Manchester City,0,0,,,,,,,,,,,,
2012-11-25,Southampton,Newcastle United,2,0,"(34, 0, 'Adam Lallana')","(60, 0, 'Gaston Ramirez')",,,,,,,,,,
2012-11-25,Swansea City,Liverpool,0,0,,,,,,,,,,,,
2012-11-25,Tottenham Hotspur,West Ham United,3,1,"(44, 0, 'Jermain Defoe')","(58, 0, 'Gareth Bale')","(64, 0, 'Jermain Defoe')","(82, 1, 'Andy Carroll')",,,,,,,,
2012-11-27,Aston Villa,Reading,1,0,"(80, 0, 'Christian Benteke')",,,,,,,,,,,
2012-11-27,Sunderland,Queens Park Rangers,0,0,,,,,,,,,,,,
2012-11-28,Chelsea,Fulham,0,0,,,,,,,,,,,,
2012-11-28,Everton,Arsenal,1,1,"(1, 1, 'Theo Walcott')","(28, 0, 'Marouane Fellaini')",,,,,,,,,,
2012-11-28,Manchester United,West Ham United,1,0,"(1, 0, 'Robin Van Persie')",,,,,,,,,,,
2012-11-28,Southampton,Norwich City,1,1,"(32, 0, 'Rickie Lambert')","(45, 1, 'Robert Snodgrass')",,,,,,,,,,
2012-11-28,Stoke City,Newcastle United,2,1,"(47, 1, 'Papiss Cisse')","(81, 0, 'Jon Walters')","(85, 0, 'Cameron Jerome')",,,,,,,,,
2012-11-28,Swansea City,West Bromwich Albion,3,1,"(9, 0, ' Michu')","(11, 0, 'Wayne Routledge')","(39, 0, 'Wayne Routledge')","(45, 1, 'Romelu Lukaku')",,,,,,,,
2012-11-28,Tottenham Hotspur,Liverpool,2,1,"(7, 0, 'Aaron Lennon')","(16, 0, 'Gareth Bale')","(72, 1, 'Gareth Bale')",,,,,,,,,
2012-11-28,Wigan Athletic,Manchester City,0,2,"(69, 1, 'Mario Balotelli')","(72, 1, 'James Milner')",,,,,,,,,,
2012-12-01,Arsenal,Swansea City,0,2,"(88, 1, ' Michu')","(90, 1, ' Michu')",,,,,,,,,,
2012-12-01,Fulham,Tottenham Hotspur,0,3,"(55, 1, ' Sandro')","(72, 1, 'Jermain Defoe')","(77, 1, 'Jermain Defoe')",,,,,,,,,
2012-12-01,Liverpool,Southampton,1,0,"(43, 0, 'Daniel Agger')",,,,,,,,,,,
2012-12-01,Manchester City,Everton,1,1,"(33, 1, 'Marouane Fellaini')","(43, 0, 'Carlos Tevez')",,,,,,,,,,
2012-12-01,Queens Park Rangers,Aston Villa,1,1,"(8, 1, 'Brett Holman')","(18, 0, 'Jamie Mackie')",,,,,,,,,,
2012-12-01,Reading,Manchester United,3,4,"(8, 0, 'Hal Robson-Kanu')","(13, 1, ' Anderson')","(16, 1, 'Wayne Rooney')","(19, 0, 'Adam Le Fondre')","(23, 0, 'Sean Morrison')","(30, 1, 'Wayne Rooney')","(34, 1, 'Robin Van Persie')",,,,,
2012-12-01,West Bromwich Albion,Stoke City,0,1,"(75, 1, 'Dean Whitehead')",,,,,,,,,,,
2012-12-01,West Ham United,Chelsea,3,1,"(13, 1, 'Juan Mata')","(63, 0, 'Carlton Cole')","(86, 0, 'Mohamed Diame')","(90, 0, 'Modibo Maiga')",,,,,,,,
2012-12-02,Norwich City,Sunderland,2,1,"(8, 0, 'Sebastien Bassong')","(37, 0, 'Anthony Pilkington')","(44, 1, 'Craig Gardner')",,,,,,,,,
2012-12-03,Newcastle United,Wigan Athletic,3,0,"(13, 0, 'Demba Ba')","(21, 0, 'Demba Ba')","(71, 0, 'Gael Bigirimana')",,,,,,,,,
2012-12-08,Arsenal,West Bromwich Albion,2,0,"(26, 0, 'Mikel Arteta')","(64, 0, 'Mikel Arteta')",,,,,,,,,,
2012-12-08,Aston Villa,Stoke City,0,0,,,,,,,,,,,,
2012-12-08,Southampton,Reading,1,0,"(61, 0, 'Jason Puncheon')",,,,,,,,,,,
2012-12-08,Sunderland,Chelsea,1,3,"(11, 1, 'Fernando Torres')","(45, 1, 'Fernando Torres')","(49, 1, 'Juan Mata')","(66, 0, 'Adam Johnson')",,,,,,,,
2012-12-08,Swansea City,Norwich City,3,4,"(16, 1, 'Steven Whittaker')","(40, 1, 'Sebastien Bassong')","(44, 1, 'Grant Holt')","(51, 0, ' Michu')","(59, 0, 'Jonathan De Guzman')","(77, 1, 'Robert Snodgrass')","(90, 0, ' Michu')",,,,,
2012-12-08,Wigan Athletic,Queens Park Rangers,2,2,"(19, 0, 'James McCarthy')","(26, 1, 'Ryan Nelsen')","(71, 1, 'Djibril Cisse')","(74, 0, 'James McCarthy')",,,,,,,,
2012-12-09,Everton,Tottenham Hotspur,2,1,"(76, 1, 'Clint Dempsey')","(90, 0, 'Nikica Jelavic')","(90, 0, 'Steven Pienaar')",,,,,,,,,
2012-12-09,Manchester City,Manchester United,2,3,"(16, 1, 'Wayne Rooney')","(29, 1, 'Wayne Rooney')","(60, 0, 'Yaya Toure')","(86, 0, 'Pablo Zabaleta')","(90, 1, 'Robin Van Persie')",,,,,,,
2012-12-09,West Ham United,Liverpool,2,3,"(11, 1, 'Glen Johnson')","(36, 0, 'Mark Noble')","(43, 0, 'Steven Gerrard')","(76, 1, 'Joe Cole')","(79, 1, 'Jonjo Shelvey')",,,,,,,
2012-12-10,Fulham,Newcastle United,2,1,"(19, 0, 'Steve Sidwell')","(54, 1, 'Hatem Ben Arfa')","(63, 0, 'Hugo Rodallega')",,,,,,,,,
2012-12-11,Sunderland,Reading,3,0,"(3, 0, 'James McClean')","(28, 0, 'Steven Fletcher')","(90, 0, 'Stephane Sessegnon')",,,,,,,,,
2012-12-15,Liverpool,Aston Villa,1,3,"(29, 1, 'Christian Benteke')","(40, 1, 'Andi Weimann')","(51, 1, 'Christian Benteke')","(87, 0, 'Steven Gerrard')",,,,,,,,
2012-12-15,Manchester United,Sunderland,3,1,"(16, 0, 'Robin Van Persie')","(19, 0, 'Tom Cleverley')","(59, 0, 'Wayne Rooney')","(72, 1, 'Fraizer Campbell')",,,,,,,,
2012-12-15,Newcastle United,Manchester City,1,3,"(10, 1, 'Sergio Aguero')","(39, 1, ' Javi Garcia')","(51, 0, 'Demba Ba')","(78, 1, 'Yaya Toure')",,,,,,,,
2012-12-15,Norwich City,Wigan Athletic,2,1,"(15, 0, 'Anthony Pilkington')","(51, 1, 'Shaun Maloney')","(64, 0, 'Wes Hoolahan')",,,,,,,,,
