Date,Home,Away,FTHG,FTAG,1 goal,2 goal,3 goal,4 goal,5 goal,6 goal,7 goal,8 goal,9 goal,10 goal,11 goal,12 goal
2010-08-21,Arsenal,Blackpool,6,0,"(12, 0, 'Theo Walcott')","(32, 0, 'Andrei Arshavin')","(39, 0, 'Theo Walcott')","(49, 0, 'Abou Diaby')","(58, 0, 'Theo Walcott')","(83, 0, 'Marouane Chamakh')",,,,,,
2010-08-21,Birmingham City,Blackburn Rovers,2,1,"(54, 1, ""Steven N'Zonzi"")","(57, 0, 'Craig Gardner')","(71, 0, 'Craig Gardner')",,,,,,,,,
2010-08-21,Everton,Wolverhampton Wanderers,1,1,"(43, 0, 'Tim Cahill')","(74, 1, 'Sylvan Ebanks-Blake')",,,,,,,,,,
2010-08-21,Stoke City,Tottenham Hotspur,1,2,"(19, 1, 'Gareth Bale')","(25, 0, 'Ricardo Fuller')","(30, 1, 'Gareth Bale')",,,,,,,,,
2010-08-21,West Bromwich Albion,Sunderland,1,0,"(81, 0, 'Peter Odemwingie')",,,,,,,,,,,
2010-08-21,West Ham United,Bolton Wanderers,1,3,"(48, 1, 'Matthew Upson')","(68, 1, 'Johann Elmander')","(79, 0, 'Mark Noble')","(84, 1, 'Johann Elmander')",,,,,,,,
2010-08-21,Wigan Athletic,Chelsea,0,6,"(34, 1, 'Florent Malouda')","(48, 1, 'Nicolas Anelka')","(52, 1, 'Nicolas Anelka')","(78, 1, 'Salomon Kalou')","(90, 1, 'Yossi Benayoun')","(90, 1, 'Salomon Kalou')",,,,,,
2010-08-22,Fulham,Manchester United,2,2,"(11, 1, 'Paul Scholes')","(57, 0, 'Simon Davies')","(84, 1, 'Brede Hangeland')","(89, 0, 'Brede Hangeland')",,,,,,,,
2010-08-22,Newcastle United,Aston Villa,6,0,"(12, 0, 'Joey Barton')","(31, 0, 'Kevin Nolan')","(34, 0, 'Andy Carroll')","(67, 0, 'Andy Carroll')","(87, 0, 'Kevin Nolan')","(90, 0, 'Andy Carroll')",,,,,,
2010-08-23,Manchester City,Liverpool,3,0,"(13, 0, 'Gareth Barry')","(52, 0, 'Carlos Tevez')","(68, 0, 'Carlos Tevez')",,,,,,,,,
2010-08-28,Blackburn Rovers,Arsenal,1,2,"(20, 1, 'Theo Walcott')","(27, 0, 'Mame Biram Diouf')","(51, 1, 'Andrei Arshavin')",,,,,,,,,
2010-08-28,Blackpool,Fulham,2,2,"(35, 1, 'Bobby Zamora')","(71, 0, 'John Pantsil')","(76, 0, 'Luke Varney')","(87, 1, 'Dickson Etuhu')",,,,,,,,
2010-08-28,Chelsea,Stoke City,2,0,"(32, 0, 'Florent Malouda')","(77, 0, 'Didier Drogba')",,,,,,,,,,
2010-08-28,Manchester United,West Ham United,3,0,"(33, 0, 'Wayne Rooney')","(50, 0, ' Nani')","(69, 0, 'Dimitar Berbatov')",,,,,,,,,
2010-08-28,Tottenham Hotspur,Wigan Athletic,0,1,"(80, 1, 'Hugo Rodallega')",,,,,,,,,,,
2010-08-28,Wolverhampton Wanderers,Newcastle United,1,1,"(43, 0, 'Sylvan Ebanks-Blake')","(62, 1, 'Andy Carroll')",,,,,,,,,,
2010-08-29,Aston Villa,Everton,1,0,"(9, 0, 'Luke Young')",,,,,,,,,,,
2010-08-29,Bolton Wanderers,Birmingham City,2,2,"(4, 1, 'Roger Johnson')","(50, 1, 'Craig Gardner')","(71, 0, 'Kevin Davies')","(81, 0, 'Robbie Blake')",,,,,,,,
2010-08-29,Liverpool,West Bromwich Albion,1,0,"(65, 0, 'Fernando Torres')",,,,,,,,,,,
2010-08-29,Sunderland,Manchester City,1,0,"(90, 0, 'Darren Bent')",,,,,,,,,,,
2010-09-11,Arsenal,Bolton Wanderers,4,1,"(24, 0, 'Laurent Koscielny')","(44, 1, 'Johann Elmander')","(58, 0, 'Marouane Chamakh')","(78, 0, 'Alex Song')","(83, 0, 'Carlos Vela')",,,,,,,
2010-09-11,Everton,Manchester United,3,3,"(39, 0, 'Steven Pienaar')","(43, 1, 'Darren Fletcher')","(47, 1, 'Nemanja Vidic')","(66, 1, 'Dimitar Berbatov')","(90, 0, 'Mikel Arteta')","(90, 0, 'Tim Cahill')",,,,,,
2010-09-11,Fulham,Wolverhampton Wanderers,2,1,"(10, 1, 'Jelle Van Damme')","(49, 0, 'Moussa Dembele')","(90, 0, 'Moussa Dembele')",,,,,,,,,
2010-09-11,Manchester City,Blackburn Rovers,1,1,"(25, 1, 'Nikola Kalinic')","(55, 0, 'Patrick Vieira')",,,,,,,,,,
2010-09-11,Newcastle United,Blackpool,0,2,"(45, 1, 'Charlie Adam')","(90, 1, 'DJ Campbell')",,,,,,,,,,
2010-09-11,West Bromwich Albion,Tottenham Hotspur,1,1,"(27, 1, 'Luka Modric')","(41, 0, 'Chris Brunt')",,,,,,,,,,
2010-09-11,West Ham United,Chelsea,1,3,"(2, 1, 'Michael Essien')","(18, 1, 'Salomon Kalou')","(83, 1, 'Michael Essien')","(85, 0, 'Scott Parker')",,,,,,,,
2010-09-11,Wigan Athletic,Sunderland,1,1,"(66, 1, 'Asamoah Gyan')","(87, 0, 'Antolin Alcaraz')",,,,,,,,,,
2010-09-12,Birmingham City,Liverpool,0,0,,,,,,,,,,,,
2010-09-13,Stoke City,Aston Villa,2,1,"(35, 1, 'Stewart Downing')","(80, 0, 'Kenwyne Jones')","(90, 0, 'Robert Huth')",,,,,,,,,
2010-09-18,Aston Villa,Bolton Wanderers,1,1,"(13, 0, 'Ashley Young')","(35, 1, 'Kevin Davies')",,,,,,,,,,
2010-09-18,Blackburn Rovers,Fulham,1,1,"(30, 0, 'Christopher Samba')","(56, 1, 'Clint Dempsey')",,,,,,,,,,
2010-09-18,Everton,Newcastle United,0,1,"(45, 1, 'Hatem Ben Arfa')",,,,,,,,,,,
2010-09-18,Stoke City,West Ham United,1,1,"(32, 1, 'Scott Parker')","(48, 0, 'Kenwyne Jones')",,,,,,,,,,
2010-09-18,Sunderland,Arsenal,1,1,"(13, 1, 'Cesc Fabregas')","(90, 0, 'Darren Bent')",,,,,,,,,,
2010-09-18,Tottenham Hotspur,Wolverhampton Wanderers,3,1,"(45, 1, 'Steven Fletcher')","(77, 0, 'Rafael van der Vaart')","(87, 0, 'Roman Pavlyuchenko')","(90, 0, 'Alan Hutton')",,,,,,,,
2010-09-18,West Bromwich Albion,Birmingham City,3,1,"(15, 1, 'Cameron Jerome')","(51, 0, 'Scott Dann')","(59, 0, 'Peter Odemwingie')","(69, 0, 'Jonas Olsson')",,,,,,,,
2010-09-19,Chelsea,Blackpool,4,0,"(2, 0, 'Salomon Kalou')","(12, 0, 'Florent Malouda')","(30, 0, 'Ian Evatt')","(41, 0, 'Florent Malouda')",,,,,,,,
2010-09-19,Manchester United,Liverpool,3,2,"(42, 0, 'Dimitar Berbatov')","(59, 0, 'Dimitar Berbatov')","(64, 1, 'Steven Gerrard')","(70, 1, 'Steven Gerrard')","(84, 0, 'Dimitar Berbatov')",,,,,,,
2010-09-19,Wigan Athletic,Manchester City,0,2,"(43, 1, 'Carlos Tevez')","(70, 1, 'Yaya Toure')",,,,,,,,,,
2010-09-25,Arsenal,West Bromwich Albion,2,3,"(50, 1, 'Peter Odemwingie')","(52, 1, 'Gonzalo Jara')","(73, 1, 'Jerome Thomas')","(75, 0, 'Samir Nasri')","(90, 0, 'Samir Nasri')",,,,,,,
2010-09-25,Birmingham City,Wigan Athletic,0,0,,,,,,,,,,,,
2010-09-25,Blackpool,Blackburn Rovers,1,2,"(20, 1, 'Charlie Adam')","(85, 0, 'Matt Phillips')","(90, 1, 'Brett Emerton')",,,,,,,,,
2010-09-25,Fulham,Everton,0,0,,,,,,,,,,,,
2010-09-25,Liverpool,Sunderland,2,2,"(5, 0, 'Dirk Kuyt')","(25, 1, 'Darren Bent')","(48, 1, 'Darren Bent')","(64, 0, 'Steven Gerrard')",,,,,,,,
2010-09-25,Manchester City,Chelsea,1,0,"(59, 0, 'Carlos Tevez')",,,,,,,,,,,
2010-09-25,West Ham United,Tottenham Hotspur,1,0,"(29, 0, 'Frederic Piquionne')",,,,,,,,,,,
2010-09-26,Bolton Wanderers,Manchester United,2,2,"(6, 0, 'Zat Knight')","(23, 1, ' Nani')","(67, 0, 'Martin Petrov')","(74, 1, 'Michael Owen')",,,,,,,,
2010-09-26,Newcastle United,Stoke City,1,2,"(43, 0, 'Kevin Nolan')","(67, 1, 'Kenwyne Jones')","(85, 1, 'James Perch')",,,,,,,,,
2010-09-26,Wolverhampton Wanderers,Aston Villa,1,2,"(25, 1, 'Stewart Downing')","(61, 0, 'Matt Jarvis')","(88, 1, 'Emile Heskey')",,,,,,,,,
2010-10-02,Birmingham City,Everton,0,2,"(54, 1, 'Roger Johnson')","(90, 1, 'Tim Cahill')",,,,,,,,,,
2010-10-02,Stoke City,Blackburn Rovers,1,0,"(48, 0, 'Jon Walters')",,,,,,,,,,,
2010-10-02,Sunderland,Manchester United,0,0,,,,,,,,,,,,
2010-10-02,Tottenham Hotspur,Aston Villa,2,1,"(16, 1, 'Marc Albrighton')","(45, 0, 'Rafael van der Vaart')","(75, 0, 'Rafael van der Vaart')",,,,,,,,,
2010-10-02,West Bromwich Albion,Bolton Wanderers,1,1,"(64, 1, 'Johann Elmander')","(78, 0, 'James Morrison')",,,,,,,,,,
2010-10-02,West Ham United,Fulham,1,1,"(33, 1, 'Clint Dempsey')","(51, 0, 'Frederic Piquionne')",,,,,,,,,,
2010-10-02,Wigan Athletic,Wolverhampton Wanderers,2,0,"(65, 0, 'Jordi Gomez')","(85, 0, 'Hugo Rodallega')",,,,,,,,,,
2010-10-03,Chelsea,Arsenal,2,0,"(39, 0, 'Didier Drogba')","(85, 0, ' Alex')",,,,,,,,,,
2010-10-03,Liverpool,Blackpool,1,2,"(29, 1, 'Charlie Adam')","(45, 1, 'Luke Varney')","(53, 0, 'Sotiris Kyrgiakos')",,,,,,,,,
2010-10-03,Manchester City,Newcastle United,2,1,"(18, 0, 'Carlos Tevez')","(24, 1, 'Jonas Gutierrez')","(75, 0, 'Adam Johnson')",,,,,,,,,
2010-10-16,Arsenal,Birmingham City,2,1,"(33, 1, 'Nikola Zigic')","(41, 0, 'Samir Nasri')","(47, 0, 'Marouane Chamakh')",,,,,,,,,
2010-10-16,Aston Villa,Chelsea,0,0,,,,,,,,,,,,
2010-10-16,Bolton Wanderers,Stoke City,2,1,"(22, 0, 'LEE Chung-Yong')","(48, 1, 'Rory Delap')","(90, 0, 'Ivan Klasnic')",,,,,,,,,
2010-10-16,Fulham,Tottenham Hotspur,1,2,"(30, 0, 'Diomansy Kamara')","(31, 1, 'Roman Pavlyuchenko')","(63, 1, 'Tom Huddlestone')",,,,,,,,,
2010-10-16,Manchester United,West Bromwich Albion,2,2,"(5, 0, 'Javier Hernandez')","(25, 0, ' Nani')","(50, 1, 'Patrice Evra')","(55, 1, 'Somen Tchoyi')",,,,,,,,
2010-10-16,Newcastle United,Wigan Athletic,2,2,"(22, 1, ""Charles N'Zogbia"")","(23, 1, ""Charles N'Zogbia"")","(72, 0, 'Shola Ameobi')","(90, 0, 'Fabricio Coloccini')",,,,,,,,
2010-10-16,Wolverhampton Wanderers,West Ham United,1,1,"(10, 0, 'Matt Jarvis')","(53, 1, 'Mark Noble')",,,,,,,,,,
2010-10-17,Blackpool,Manchester City,2,3,"(67, 1, 'Carlos Tevez')","(78, 0, 'Marlon Harewood')","(79, 1, 'Carlos Tevez')","(90, 0, 'Gary Taylor-Fletcher')","(90, 1, 'David Silva')",,,,,,,
2010-10-17,Everton,Liverpool,2,0,"(34, 0, 'Tim Cahill')","(50, 0, 'Mikel Arteta')",,,,,,,,,,
2010-10-18,Blackburn Rovers,Sunderland,0,0,,,,,,,,,,,,
2010-10-23,Birmingham City,Blackpool,2,0,"(36, 0, 'Liam Ridgewell')","(56, 0, 'Nikola Zigic')",,,,,,,,,,
2010-10-23,Chelsea,Wolverhampton Wanderers,2,0,"(23, 0, 'Florent Malouda')","(81, 0, 'Salomon Kalou')",,,,,,,,,,
2010-10-23,Sunderland,Aston Villa,1,0,"(25, 0, 'Richard Dunne')",,,,,,,,,,,
2010-10-23,Tottenham Hotspur,Everton,1,1,"(17, 1, 'Leighton Baines')","(20, 0, 'Rafael van der Vaart')",,,,,,,,,,
2010-10-23,West Bromwich Albion,Fulham,2,1,"(9, 1, 'Scott Carson')","(17, 0, 'Youssef Mulumbu')","(40, 0, 'Marc Antoine Fortune')",,,,,,,,,
2010-10-23,West Ham United,Newcastle United,1,2,"(12, 0, 'Carlton Cole')","(23, 1, 'Kevin Nolan')","(69, 1, 'Andy Carroll')",,,,,,,,,
2010-10-23,Wigan Athletic,Bolton Wanderers,1,1,"(59, 0, 'Hugo Rodallega')","(66, 1, 'Johann Elmander')",,,,,,,,,,
2010-10-24,Liverpool,Blackburn Rovers,2,1,"(48, 0, 'Sotiris Kyrgiakos')","(50, 1, 'Jamie Carragher')","(53, 0, 'Fernando Torres')",,,,,,,,,
2010-10-24,Manchester City,Arsenal,0,3,"(20, 1, 'Samir Nasri')","(66, 1, 'Alex Song')","(88, 1, 'Nicklas Bendtner')",,,,,,,,,
2010-10-24,Stoke City,Manchester United,1,2,"(27, 1, 'Javier Hernandez')","(81, 0, ' Tuncay Sanli')","(86, 1, 'Javier Hernandez')",,,,,,,,,
2010-10-30,Arsenal,West Ham United,1,0,"(88, 0, 'Alex Song')",,,,,,,,,,,
2010-10-30,Blackburn Rovers,Chelsea,1,2,"(21, 0, ' Benjani')","(39, 1, 'Nicolas Anelka')","(84, 1, 'Branislav Ivanovic')",,,,,,,,,
2010-10-30,Everton,Stoke City,1,0,"(67, 0, 'Ayegbeni Yakubu')",,,,,,,,,,,
2010-10-30,Fulham,Wigan Athletic,2,0,"(30, 0, 'Clint Dempsey')","(44, 0, 'Clint Dempsey')",,,,,,,,,,
2010-10-30,Manchester United,Tottenham Hotspur,2,0,"(31, 0, 'Nemanja Vidic')","(84, 0, ' Nani')",,,,,,,,,,
2010-10-30,Wolverhampton Wanderers,Manchester City,2,1,"(23, 1, 'Emmanuel Adebayor')","(30, 0, 'Nenad Milijas')","(57, 0, 'David Edwards')",,,,,,,,,
2010-10-31,Aston Villa,Birmingham City,0,0,,,,,,,,,,,,
2010-10-31,Bolton Wanderers,Liverpool,0,1,"(86, 1, 'Maxi Rodriguez')",,,,,,,,,,,
2010-10-31,Newcastle United,Sunderland,5,1,"(26, 0, 'Kevin Nolan')","(34, 0, 'Kevin Nolan')","(45, 0, 'Shola Ameobi')","(70, 0, 'Shola Ameobi')","(75, 0, 'Kevin Nolan')","(90, 1, 'Darren Bent')",,,,,,
2010-11-01,Blackpool,West Bromwich Albion,2,1,"(12, 0, 'Charlie Adam')","(62, 0, 'Luke Varney')","(85, 1, 'Youssef Mulumbu')",,,,,,,,,
2010-11-06,Birmingham City,West Ham United,2,2,"(48, 1, 'Frederic Piquionne')","(58, 1, 'Valon Behrami')","(64, 0, 'Cameron Jerome')","(73, 0, 'Liam Ridgewell')",,,,,,,,
2010-11-06,Blackburn Rovers,Wigan Athletic,2,1,"(58, 0, 'Morten Gamst Pedersen')","(67, 0, 'Jason Roberts')","(74, 1, ""Charles N'Zogbia"")",,,,,,,,,
2010-11-06,Blackpool,Everton,2,2,"(10, 0, 'Neal Eardley')","(13, 1, 'Tim Cahill')","(48, 0, 'David Vaughan')","(50, 1, 'Seamus Coleman')",,,,,,,,
2010-11-06,Bolton Wanderers,Tottenham Hotspur,4,2,"(31, 0, 'Kevin Davies')","(56, 0, 'Gretar Steinsson')","(76, 0, 'Kevin Davies')","(79, 1, 'Alan Hutton')","(87, 1, 'Roman Pavlyuchenko')","(90, 0, 'Martin Petrov')",,,,,,
2010-11-06,Fulham,Aston Villa,1,1,"(41, 1, 'Marc Albrighton')","(90, 0, 'Brede Hangeland')",,,,,,,,,,
2010-11-06,Manchester United,Wolverhampton Wanderers,2,1,"(45, 0, 'PARK Ji-Sung')","(66, 1, 'Sylvan Ebanks-Blake')","(90, 0, 'PARK Ji-Sung')",,,,,,,,,
2010-11-06,Sunderland,Stoke City,2,0,"(9, 0, 'Asamoah Gyan')","(86, 0, 'Asamoah Gyan')",,,,,,,,,,
2010-11-07,Arsenal,Newcastle United,0,1,"(45, 1, 'Andy Carroll')",,,,,,,,,,,
2010-11-07,Liverpool,Chelsea,2,0,"(11, 0, 'Fernando Torres')","(44, 0, 'Fernando Torres')",,,,,,,,,,
2010-11-07,West Bromwich Albion,Manchester City,0,2,"(20, 1, 'Mario Balotelli')","(26, 1, 'Mario Balotelli')",,,,,,,,,,
2010-11-09,Stoke City,Birmingham City,3,2,"(44, 0, 'Robert Huth')","(71, 0, 'Ricardo Fuller')","(74, 1, 'Keith Fahey')","(76, 1, 'Cameron Jerome')","(85, 0, 'Dean Whitehead')",,,,,,,
2010-11-09,Tottenham Hotspur,Sunderland,1,1,"(64, 0, 'Rafael van der Vaart')","(67, 1, 'Asamoah Gyan')",,,,,,,,,,
2010-11-10,Aston Villa,Blackpool,3,2,"(28, 0, 'Stewart Downing')","(45, 1, 'Marlon Harewood')","(60, 0, 'Nathan Delfouneso')","(87, 1, 'DJ Campbell')","(89, 0, 'James M Collins')",,,,,,,
2010-11-10,Chelsea,Fulham,1,0,"(30, 0, 'Michael Essien')",,,,,,,,,,,
2010-11-10,Everton,Bolton Wanderers,1,1,"(79, 1, 'Ivan Klasnic')","(90, 0, 'Jermaine Beckford')",,,,,,,,,,
2010-11-10,Manchester City,Manchester United,0,0,,,,,,,,,,,,
2010-11-10,Newcastle United,Blackburn Rovers,1,2,"(3, 1, 'Morten Gamst Pedersen')","(47, 0, 'Andy Carroll')","(82, 1, 'Jason Roberts')",,,,,,,,,
2010-11-10,West Ham United,West Bromwich Albion,2,2,"(38, 1, 'Peter Odemwingie')","(43, 0, 'Scott Parker')","(50, 0, 'Frederic Piquionne')","(71, 1, ' Pablo Ibanez')",,,,,,,,
2010-11-10,Wigan Athletic,Liverpool,1,1,"(7, 1, 'Fernando Torres')","(52, 0, 'Hugo Rodallega')",,,,,,,,,,
2010-11-10,Wolverhampton Wanderers,Arsenal,0,2,"(1, 1, 'Marouane Chamakh')","(90, 1, 'Marouane Chamakh')",,,,,,,,,,
2010-11-13,Aston Villa,Manchester United,2,2,"(72, 0, 'Ashley Young')","(76, 0, 'Marc Albrighton')","(81, 1, 'Federico Macheda')","(85, 1, 'Nemanja Vidic')",,,,,,,,
2010-11-13,Manchester City,Birmingham City,0,0,,,,,,,,,,,,
2010-11-13,Newcastle United,Fulham,0,0,,,,,,,,,,,,
2010-11-13,Stoke City,Liverpool,2,0,"(56, 0, 'Ricardo Fuller')","(90, 0, 'Kenwyne Jones')",,,,,,,,,,
2010-11-13,Tottenham Hotspur,Blackburn Rovers,4,2,"(16, 0, 'Gareth Bale')","(42, 0, 'Roman Pavlyuchenko')","(69, 0, 'Peter Crouch')","(75, 0, 'Gareth Bale')","(80, 1, 'Ryan Nelsen')","(90, 1, 'Gael Givet')",,,,,,
2010-11-13,West Ham United,Blackpool,0,0,,,,,,,,,,,,
2010-11-13,Wigan Athletic,West Bromwich Albion,1,0,"(70, 0, 'Victor Moses')",,,,,,,,,,,
2010-11-13,Wolverhampton Wanderers,Bolton Wanderers,2,3,"(1, 1, 'Richard Stearman')","(62, 1, 'Johann Elmander')","(67, 1, 'Stuart Holden')","(69, 0, 'Kevin Foley')","(77, 0, 'Steven Fletcher')",,,,,,,
2010-11-14,Chelsea,Sunderland,0,3,"(45, 1, 'Nedum Onuoha')","(52, 1, 'Asamoah Gyan')","(87, 1, 'Danny Welbeck')",,,,,,,,,
2010-11-14,Everton,Arsenal,1,2,"(36, 1, 'Bakary Sagna')","(48, 1, 'Cesc Fabregas')","(89, 0, 'Tim Cahill')",,,,,,,,,
2010-11-20,Arsenal,Tottenham Hotspur,2,3,"(9, 0, 'Samir Nasri')","(27, 0, 'Marouane Chamakh')","(50, 1, 'Gareth Bale')","(67, 1, 'Rafael van der Vaart')","(85, 1, 'Younes Kaboul')",,,,,,,
2010-11-20,Birmingham City,Chelsea,1,0,"(17, 0, 'Lee Bowyer')",,,,,,,,,,,
2010-11-20,Blackpool,Wolverhampton Wanderers,2,1,"(3, 0, 'Luke Varney')","(44, 0, 'Marlon Harewood')","(86, 1, 'Kevin Doyle')",,,,,,,,,
2010-11-20,Bolton Wanderers,Newcastle United,5,1,"(18, 0, 'Kevin Davies')","(39, 0, 'LEE Chung-Yong')","(50, 0, 'Johann Elmander')","(52, 1, 'Andy Carroll')","(72, 0, 'Johann Elmander')","(90, 0, 'Kevin Davies')",,,,,,
2010-11-20,Liverpool,West Ham United,3,0,"(18, 0, 'Glen Johnson')","(27, 0, 'Dirk Kuyt')","(38, 0, 'Maxi Rodriguez')",,,,,,,,,
2010-11-20,Manchester United,Wigan Athletic,2,0,"(45, 0, 'Patrice Evra')","(77, 0, 'Javier Hernandez')",,,,,,,,,,
2010-11-20,West Bromwich Albion,Stoke City,0,3,"(55, 1, 'Matthew Etherington')","(85, 1, 'Jon Walters')","(90, 1, 'Jon Walters')",,,,,,,,,
2010-11-21,Blackburn Rovers,Aston Villa,2,0,"(45, 0, 'Morten Gamst Pedersen')","(66, 0, 'Morten Gamst Pedersen')",,,,,,,,,,
2010-11-21,Fulham,Manchester City,1,4,"(6, 1, 'Carlos Tevez')","(32, 1, 'Pablo Zabaleta')","(35, 1, 'Yaya Toure')","(56, 1, 'Carlos Tevez')","(70, 0, 'Zoltan Gera')",,,,,,,
2010-11-22,Sunderland,Everton,2,2,"(6, 1, 'Tim Cahill')","(23, 0, 'Danny Welbeck')","(70, 0, 'Danny Welbeck')","(83, 1, 'Mikel Arteta')",,,,,,,,
2010-11-27,Aston Villa,Arsenal,2,4,"(39, 1, 'Andrei Arshavin')","(45, 1, 'Samir Nasri')","(52, 0, 'Ciaran Clark')","(56, 1, 'Marouane Chamakh')","(70, 0, 'Ciaran Clark')","(90, 1, 'Jack Wilshere')",,,,,,
2010-11-27,Bolton Wanderers,Blackpool,2,2,"(28, 1, 'Ian Evatt')","(57, 1, 'Luke Varney')","(76, 0, 'Martin Petrov')","(89, 0, 'Mark Davies')",,,,,,,,
2010-11-27,Everton,West Bromwich Albion,1,4,"(16, 1, 'Paul Scharner')","(26, 1, 'Chris Brunt')","(42, 0, 'Tim Cahill')","(76, 1, 'Somen Tchoyi')","(87, 1, 'Youssef Mulumbu')",,,,,,,
2010-11-27,Fulham,Birmingham City,1,1,"(20, 1, 'Seb Larsson')","(53, 0, 'Clint Dempsey')",,,,,,,,,,
2010-11-27,Manchester United,Blackburn Rovers,7,1,"(2, 0, 'Dimitar Berbatov')","(23, 0, 'PARK Ji-Sung')","(27, 0, 'Dimitar Berbatov')","(47, 0, 'Dimitar Berbatov')","(48, 0, ' Nani')","(62, 0, 'Dimitar Berbatov')","(70, 0, 'Dimitar Berbatov')","(83, 1, 'Christopher Samba')",,,,
2010-11-27,Stoke City,Manchester City,1,1,"(81, 1, 'Micah Richards')","(90, 0, 'Matthew Etherington')",,,,,,,,,,
2010-11-27,West Ham United,Wigan Athletic,3,1,"(34, 0, 'Valon Behrami')","(56, 0, 'Victor Obinna')","(75, 0, 'Scott Parker')","(86, 1, 'Tom Cleverley')",,,,,,,,
2010-11-27,Wolverhampton Wanderers,Sunderland,3,2,"(50, 0, 'Kevin Foley')","(67, 1, 'Darren Bent')","(77, 1, 'Danny Welbeck')","(81, 0, 'Stephen Hunt')","(89, 0, 'Sylvan Ebanks-Blake')",,,,,,,
2010-11-28,Newcastle United,Chelsea,1,1,"(6, 0, 'Andy Carroll')","(45, 1, 'Salomon Kalou')",,,,,,,,,,
2010-11-28,Tottenham Hotspur,Liverpool,2,1,"(42, 1, 'Martin Skrtel')","(65, 0, 'Martin Skrtel')","(90, 0, 'Aaron Lennon')",,,,,,,,,
2010-12-04,Arsenal,Fulham,2,1,"(14, 0, 'Samir Nasri')","(30, 1, 'Diomansy Kamara')","(75, 0, 'Samir Nasri')",,,,,,,,,
2010-12-04,Birmingham City,Tottenham Hotspur,1,1,"(19, 1, 'Sebastien Bassong')","(81, 0, 'Craig Gardner')",,,,,,,,,,
2010-12-04,Blackburn Rovers,Wolverhampton Wanderers,3,0,"(29, 0, 'David Dunn')","(43, 0, 'Brett Emerton')","(55, 0, 'Ryan Nelsen')",,,,,,,,,
2010-12-04,Chelsea,Everton,1,1,"(42, 0, 'Didier Drogba')","(86, 1, 'Jermaine Beckford')",,,,,,,,,,
2010-12-04,Manchester City,Bolton Wanderers,1,0,"(4, 0, 'Carlos Tevez')",,,,,,,,,,,
2010-12-04,Wigan Athletic,Stoke City,2,2,"(18, 1, 'Robert Huth')","(30, 0, 'Danny Collins')","(31, 1, 'Matthew Etherington')","(40, 0, 'Rory Delap')",,,,,,,,
2010-12-05,Sunderland,West Ham United,1,0,"(34, 0, 'Jordan Henderson')",,,,,,,,,,,
2010-12-05,West Bromwich Albion,Newcastle United,3,1,"(32, 0, 'Somen Tchoyi')","(71, 0, 'Peter Odemwingie')","(89, 0, 'Peter Odemwingie')","(90, 1, 'Peter Lovenkrands')",,,,,,,,
2010-12-06,Liverpool,Aston Villa,3,0,"(14, 0, ""David N'Gog"")","(16, 0, 'Ryan Babel')","(55, 0, 'Maxi Rodriguez')",,,,,,,,,
2010-12-11,Aston Villa,West Bromwich Albion,2,1,"(25, 0, 'Stewart Downing')","(80, 0, 'Emile Heskey')","(89, 1, 'Paul Scharner')",,,,,,,,,
2010-12-11,Everton,Wigan Athletic,0,0,,,,,,,,,,,,
2010-12-11,Fulham,Sunderland,0,0,,,,,,,,,,,,
2010-12-11,Newcastle United,Liverpool,3,1,"(15, 0, 'Kevin Nolan')","(49, 1, 'Dirk Kuyt')","(80, 0, 'Joey Barton')","(90, 0, 'Andy Carroll')",,,,,,,,
2010-12-11,Stoke City,Blackpool,0,1,"(48, 1, 'DJ Campbell')",,,,,,,,,,,
