Date,Home,Away,FTHG,FTAG,1 goal,2 goal,3 goal,4 goal,5 goal,6 goal,7 goal,8 goal,9 goal,10 goal,11 goal,12 goal
2008-09-20,Sunderland,Middlesbrough,2,0,"(81, 0, 'Michael Chopra')","(90, 0, 'Michael Chopra')",,,,,,,,,,
2008-09-20,West Ham United,Newcastle United,3,1,"(8, 0, 'David Di Michele')","(37, 0, 'David Di Michele')","(53, 0, 'Matthew Etherington')","(67, 1, 'Michael Owen')",,,,,,,,
2008-09-21,Chelsea,Manchester United,1,1,"(18, 1, 'PARK Ji-Sung')","(80, 0, 'Salomon Kalou')",,,,,,,,,,
2008-09-21,Hull City,Everton,2,2,"(18, 0, 'Michael Turner')","(50, 0, 'Phil Neville')","(73, 1, 'Tim Cahill')","(78, 1, 'Leon Osman')",,,,,,,,
2008-09-21,Manchester City,Portsmouth,6,0,"(13, 0, ' Jo')","(20, 0, 'Richard Dunne')","(57, 0, ' Robinho')","(68, 0, 'Shaun Wright-Phillips')","(78, 0, 'Ched Evans')","(83, 0, ' Gelson Fernandes')",,,,,,
2008-09-21,Tottenham Hotspur,Wigan Athletic,0,0,,,,,,,,,,,,
2008-09-21,West Bromwich Albion,Aston Villa,1,2,"(27, 1, 'John Carew')","(29, 1, 'Gabby Agbonlahor')","(34, 0, 'James Morrison')",,,,,,,,,
2008-09-27,Arsenal,Hull City,1,2,"(51, 0, 'Paul McShane')","(62, 1, ' Geovanni')","(66, 1, 'Daniel Cousin')",,,,,,,,,
2008-09-27,Aston Villa,Sunderland,2,1,"(10, 1, 'Djibril Cisse')","(18, 0, 'Ashley Young')","(33, 0, 'John Carew')",,,,,,,,,
2008-09-27,Everton,Liverpool,0,2,"(59, 1, 'Fernando Torres')","(62, 1, 'Fernando Torres')",,,,,,,,,,
2008-09-27,Fulham,West Ham United,1,2,"(43, 1, 'Carlton Cole')","(45, 1, 'Matthew Etherington')","(59, 0, 'Danny Murphy')",,,,,,,,,
2008-09-27,Manchester United,Bolton Wanderers,2,0,"(60, 0, 'Cristiano Ronaldo')","(77, 0, 'Wayne Rooney')",,,,,,,,,,
2008-09-27,Middlesbrough,West Bromwich Albion,0,1,"(53, 1, 'Jonas Olsson')",,,,,,,,,,,
2008-09-27,Newcastle United,Blackburn Rovers,1,2,"(31, 1, 'Christopher Samba')","(41, 1, 'Roque Santa Cruz')","(51, 0, 'Michael Owen')",,,,,,,,,
2008-09-27,Stoke City,Chelsea,0,2,"(36, 1, 'Jose Bosingwa')","(76, 1, 'Nicolas Anelka')",,,,,,,,,,
2008-09-28,Portsmouth,Tottenham Hotspur,2,0,"(34, 0, 'Jermain Defoe')","(68, 0, 'Peter Crouch')",,,,,,,,,,
2008-09-28,Wigan Athletic,Manchester City,2,1,"(16, 0, 'Antonio Valencia')","(22, 1, 'Vincent Kompany')","(34, 0, 'Amr Zaki')",,,,,,,,,
2008-10-04,Blackburn Rovers,Manchester United,0,2,"(31, 1, 'Wes Brown')","(64, 1, 'Wayne Rooney')",,,,,,,,,,
2008-10-04,Sunderland,Arsenal,1,1,"(86, 0, 'Grant Leadbitter')","(90, 1, 'Cesc Fabregas')",,,,,,,,,,
2008-10-04,West Bromwich Albion,Fulham,1,0,"(61, 0, 'Roman Bednar')",,,,,,,,,,,
2008-10-04,Wigan Athletic,Middlesbrough,0,1,"(89, 1, 'Jeremie Aliadiere')",,,,,,,,,,,
2008-10-05,Chelsea,Aston Villa,2,0,"(21, 0, 'Joe Cole')","(44, 0, 'Nicolas Anelka')",,,,,,,,,,
2008-10-05,Everton,Newcastle United,2,2,"(17, 0, 'Mikel Arteta')","(35, 0, 'Marouane Fellaini')","(45, 1, 'Steven Taylor')","(47, 1, 'Damien Duff')",,,,,,,,
2008-10-05,Manchester City,Liverpool,2,3,"(19, 0, 'Stephen Ireland')","(41, 0, 'Javier Garrido')","(55, 1, 'Fernando Torres')","(73, 1, 'Fernando Torres')","(90, 1, 'Dirk Kuyt')",,,,,,,
2008-10-05,Portsmouth,Stoke City,2,1,"(25, 0, 'Peter Crouch')","(48, 1, 'Ricardo Fuller')","(51, 0, 'Jermain Defoe')",,,,,,,,,
2008-10-05,Tottenham Hotspur,Hull City,0,1,"(9, 1, ' Geovanni')",,,,,,,,,,,
2008-10-05,West Ham United,Bolton Wanderers,1,3,"(30, 1, 'Kevin Davies')","(34, 1, 'Gary Cahill')","(69, 0, 'Carlton Cole')","(86, 1, 'Matt Taylor')",,,,,,,,
2008-10-18,Arsenal,Everton,3,1,"(9, 1, 'Leon Osman')","(48, 0, 'Samir Nasri')","(70, 0, 'Robin Van Persie')","(90, 0, 'Theo Walcott')",,,,,,,,
2008-10-18,Aston Villa,Portsmouth,0,0,,,,,,,,,,,,
2008-10-18,Bolton Wanderers,Blackburn Rovers,0,0,,,,,,,,,,,,
2008-10-18,Fulham,Sunderland,0,0,,,,,,,,,,,,
2008-10-18,Liverpool,Wigan Athletic,3,2,"(29, 1, 'Amr Zaki')","(37, 0, 'Dirk Kuyt')","(45, 1, 'Amr Zaki')","(80, 0, 'Albert Riera')","(85, 0, 'Dirk Kuyt')",,,,,,,
2008-10-18,Manchester United,West Bromwich Albion,4,0,"(56, 0, 'Wayne Rooney')","(69, 0, 'Cristiano Ronaldo')","(71, 0, 'Dimitar Berbatov')","(90, 0, ' Nani')",,,,,,,,
2008-10-18,Middlesbrough,Chelsea,0,5,"(14, 1, 'Salomon Kalou')","(51, 1, 'Juliano Belletti')","(53, 1, 'David Wheater')","(63, 1, 'Frank Lampard')","(67, 1, 'Florent Malouda')",,,,,,,
2008-10-19,Hull City,West Ham United,1,0,"(51, 0, 'Michael Turner')",,,,,,,,,,,
2008-10-19,Stoke City,Tottenham Hotspur,2,1,"(19, 0, 'Danny Higginbotham')","(25, 1, 'Darren Bent')","(53, 0, 'Rory Delap')",,,,,,,,,
2008-10-20,Newcastle United,Manchester City,2,2,"(14, 1, ' Robinho')","(44, 0, 'Shola Ameobi')","(63, 0, 'Richard Dunne')","(86, 1, 'Stephen Ireland')",,,,,,,,
2008-10-25,Blackburn Rovers,Middlesbrough,1,1,"(74, 1, 'Afonso Alves')","(90, 0, 'Benni McCarthy')",,,,,,,,,,
2008-10-25,Everton,Manchester United,1,1,"(22, 1, 'Darren Fletcher')","(63, 0, 'Marouane Fellaini')",,,,,,,,,,
2008-10-25,Sunderland,Newcastle United,2,1,"(20, 0, 'Djibril Cisse')","(30, 1, 'Shola Ameobi')","(75, 0, 'Kieran Richardson')",,,,,,,,,
2008-10-25,West Bromwich Albion,Hull City,0,3,"(47, 1, 'Kamil Zayatte')","(62, 1, ' Geovanni')","(66, 1, 'Marlon King')",,,,,,,,,
2008-10-26,Chelsea,Liverpool,0,1,"(10, 1, 'Jose Bosingwa')",,,,,,,,,,,
2008-10-26,Manchester City,Stoke City,3,0,"(14, 0, ' Robinho')","(47, 0, ' Robinho')","(72, 0, ' Robinho')",,,,,,,,,
2008-10-26,Portsmouth,Fulham,1,1,"(61, 0, 'Peter Crouch')","(87, 1, 'Clint Dempsey')",,,,,,,,,,
2008-10-26,Tottenham Hotspur,Bolton Wanderers,2,0,"(17, 0, 'Roman Pavlyuchenko')","(76, 0, 'Darren Bent')",,,,,,,,,,
2008-10-26,West Ham United,Arsenal,0,2,"(75, 1, 'Julien Faubert')","(90, 1, 'Emmanuel Adebayor')",,,,,,,,,,
2008-10-26,Wigan Athletic,Aston Villa,0,4,"(22, 1, 'Gareth Barry')","(57, 1, 'Gabby Agbonlahor')","(62, 1, 'John Carew')","(90, 1, 'Steve Sidwell')",,,,,,,,
2008-10-28,Newcastle United,West Bromwich Albion,2,1,"(10, 0, 'Joey Barton')","(42, 0, 'Obafemi Martins')","(65, 1, 'Ishmael Miller')",,,,,,,,,
2008-10-29,Arsenal,Tottenham Hotspur,4,4,"(13, 1, 'David Bentley')","(37, 0, 'Mikael Silvestre')","(46, 0, 'William Gallas')","(64, 0, 'Emmanuel Adebayor')","(67, 1, 'Darren Bent')","(68, 0, 'Robin Van Persie')","(89, 1, 'Jermaine Jenas')","(90, 1, 'Aaron Lennon')",,,,
2008-10-29,Aston Villa,Blackburn Rovers,3,2,"(30, 1, 'Stephen Warnock')","(45, 0, 'Luke Young')","(65, 0, 'Gareth Barry')","(87, 0, 'Gabby Agbonlahor')","(90, 1, 'Brett Emerton')",,,,,,,
2008-10-29,Bolton Wanderers,Everton,0,1,"(90, 1, 'Marouane Fellaini')",,,,,,,,,,,
2008-10-29,Fulham,Wigan Athletic,2,0,"(11, 0, 'Andrew Johnson')","(60, 0, 'Andrew Johnson')",,,,,,,,,,
2008-10-29,Hull City,Chelsea,0,3,"(3, 1, 'Frank Lampard')","(50, 1, 'Nicolas Anelka')","(75, 1, 'Florent Malouda')",,,,,,,,,
2008-10-29,Liverpool,Portsmouth,1,0,"(76, 0, 'Steven Gerrard')",,,,,,,,,,,
2008-10-29,Manchester United,West Ham United,2,0,"(14, 0, 'Cristiano Ronaldo')","(30, 0, 'Cristiano Ronaldo')",,,,,,,,,,
2008-10-29,Middlesbrough,Manchester City,2,0,"(53, 0, 'Afonso Alves')","(90, 0, ""Gary O'Neil"")",,,,,,,,,,
2008-10-29,Stoke City,Sunderland,1,0,"(78, 0, 'Ricardo Fuller')",,,,,,,,,,,
2008-11-01,Chelsea,Sunderland,5,0,"(27, 0, ' Alex')","(30, 0, 'Nicolas Anelka')","(45, 0, 'Nicolas Anelka')","(51, 0, 'Frank Lampard')","(53, 0, 'Nicolas Anelka')",,,,,,,
2008-11-01,Everton,Fulham,1,0,"(87, 0, 'Louis Saha')",,,,,,,,,,,
2008-11-01,Manchester United,Hull City,4,3,"(3, 0, 'Cristiano Ronaldo')","(23, 1, 'Daniel Cousin')","(29, 0, 'Michael Carrick')","(44, 0, 'Cristiano Ronaldo')","(57, 0, 'Nemanja Vidic')","(69, 1, 'Bernard Mendy')","(82, 1, ' Geovanni')",,,,,
2008-11-01,Middlesbrough,West Ham United,1,1,"(21, 1, 'Hayden Mullins')","(83, 0, ' Mido')",,,,,,,,,,
2008-11-01,Portsmouth,Wigan Athletic,1,2,"(45, 1, 'Amr Zaki')","(82, 0, 'Niko Kranjcar')","(90, 1, 'Emile Heskey')",,,,,,,,,
2008-11-01,Stoke City,Arsenal,2,1,"(11, 0, 'Ricardo Fuller')","(73, 0, 'Seyi Olofinjana')","(90, 1, 'Gael Clichy')",,,,,,,,,
2008-11-01,Tottenham Hotspur,Liverpool,2,1,"(3, 1, 'Dirk Kuyt')","(70, 0, 'Jamie Carragher')","(90, 0, 'Roman Pavlyuchenko')",,,,,,,,,
2008-11-01,West Bromwich Albion,Blackburn Rovers,2,2,"(13, 1, 'Benni McCarthy')","(55, 0, 'Roman Bednar')","(62, 0, 'Ishmael Miller')","(89, 1, 'Keith Andrews')",,,,,,,,
2008-11-02,Bolton Wanderers,Manchester City,2,0,"(77, 0, 'Ricardo Gardner')","(88, 0, 'Richard Dunne')",,,,,,,,,,
2008-11-03,Newcastle United,Aston Villa,2,0,"(60, 0, 'Obafemi Martins')","(83, 0, 'Obafemi Martins')",,,,,,,,,,
2008-11-08,Arsenal,Manchester United,2,1,"(22, 0, 'Samir Nasri')","(48, 0, 'Samir Nasri')","(90, 1, ' Rafael Da Silva')",,,,,,,,,
2008-11-08,Hull City,Bolton Wanderers,0,1,"(50, 1, 'Matt Taylor')",,,,,,,,,,,
2008-11-08,Liverpool,West Bromwich Albion,3,0,"(34, 0, 'Robbie Keane')","(43, 0, 'Robbie Keane')","(90, 0, 'Alvaro Arbeloa')",,,,,,,,,
2008-11-08,Sunderland,Portsmouth,1,2,"(4, 0, 'Djibril Cisse')","(51, 1, 'Nadir Belhadj')","(90, 1, 'Jermain Defoe')",,,,,,,,,
2008-11-08,West Ham United,Everton,1,3,"(63, 0, 'Jack Collison')","(83, 1, 'Joleon Lescott')","(85, 1, 'Louis Saha')","(87, 1, 'Louis Saha')",,,,,,,,
2008-11-08,Wigan Athletic,Stoke City,0,0,,,,,,,,,,,,
2008-11-09,Aston Villa,Middlesbrough,1,2,"(34, 1, ' Tuncay Sanli')","(37, 0, 'Steve Sidwell')","(88, 1, ' Tuncay Sanli')",,,,,,,,,
2008-11-09,Blackburn Rovers,Chelsea,0,2,"(40, 1, 'Nicolas Anelka')","(68, 1, 'Nicolas Anelka')",,,,,,,,,,
2008-11-09,Fulham,Newcastle United,2,1,"(23, 0, 'Andrew Johnson')","(57, 1, 'Shola Ameobi')","(66, 0, 'Danny Murphy')",,,,,,,,,
2008-11-09,Manchester City,Tottenham Hotspur,1,2,"(16, 0, ' Robinho')","(29, 1, 'Darren Bent')","(64, 1, 'Darren Bent')",,,,,,,,,
2008-11-15,Arsenal,Aston Villa,0,2,"(70, 1, 'Gael Clichy')","(80, 1, 'Gabby Agbonlahor')",,,,,,,,,,
2008-11-15,Blackburn Rovers,Sunderland,1,2,"(45, 0, 'Christopher Samba')","(49, 1, 'Kenwyne Jones')","(71, 1, 'Djibril Cisse')",,,,,,,,,
2008-11-15,Bolton Wanderers,Liverpool,0,2,"(28, 1, 'Dirk Kuyt')","(73, 1, 'Steven Gerrard')",,,,,,,,,,
2008-11-15,Fulham,Tottenham Hotspur,2,1,"(33, 0, 'Simon Davies')","(70, 0, 'Andrew Johnson')","(81, 1, 'Fraizer Campbell')",,,,,,,,,
2008-11-15,Manchester United,Stoke City,5,0,"(3, 0, 'Cristiano Ronaldo')","(45, 0, 'Michael Carrick')","(49, 0, 'Dimitar Berbatov')","(84, 0, 'Danny Welbeck')","(89, 0, 'Cristiano Ronaldo')",,,,,,,
2008-11-15,Newcastle United,Wigan Athletic,2,2,"(3, 1, 'Ryan Taylor')","(80, 0, 'Michael Owen')","(87, 0, 'Obafemi Martins')","(89, 1, 'Titus Bramble')",,,,,,,,
2008-11-15,West Bromwich Albion,Chelsea,0,3,"(34, 1, 'Jose Bosingwa')","(38, 1, 'Nicolas Anelka')","(45, 1, 'Nicolas Anelka')",,,,,,,,,
2008-11-15,West Ham United,Portsmouth,0,0,,,,,,,,,,,,
2008-11-16,Everton,Middlesbrough,1,1,"(8, 1, ""Gary O'Neil"")","(65, 0, 'Ayegbeni Yakubu')",,,,,,,,,,
2008-11-16,Hull City,Manchester City,2,2,"(14, 0, 'Daniel Cousin')","(37, 1, 'Stephen Ireland')","(45, 1, 'Stephen Ireland')","(60, 0, ' Geovanni')",,,,,,,,
2008-11-22,Aston Villa,Manchester United,0,0,,,,,,,,,,,,
2008-11-22,Chelsea,Newcastle United,0,0,,,,,,,,,,,,
2008-11-22,Liverpool,Fulham,0,0,,,,,,,,,,,,
2008-11-22,Manchester City,Arsenal,3,0,"(45, 0, 'Stephen Ireland')","(56, 0, ' Robinho')","(90, 0, 'Daniel Sturridge')",,,,,,,,,
2008-11-22,Middlesbrough,Bolton Wanderers,1,3,"(8, 1, 'Kevin Davies')","(10, 1, 'Matt Taylor')","(77, 0, 'Emanuel Pogatetz')","(78, 1, 'Johann Elmander')",,,,,,,,
2008-11-22,Portsmouth,Hull City,2,2,"(20, 0, 'Peter Crouch')","(54, 1, 'Michael Turner')","(63, 0, 'Glen Johnson')","(89, 1, 'Dean Windass')",,,,,,,,
2008-11-22,Stoke City,West Bromwich Albion,1,0,"(84, 0, 'Mamady Sidibe')",,,,,,,,,,,
2008-11-23,Sunderland,West Ham United,0,1,"(20, 1, 'Valon Behrami')",,,,,,,,,,,
2008-11-23,Tottenham Hotspur,Blackburn Rovers,1,0,"(9, 0, 'Roman Pavlyuchenko')",,,,,,,,,,,
2008-11-24,Wigan Athletic,Everton,1,0,"(51, 0, 'Henri Camara')",,,,,,,,,,,
2008-11-29,Aston Villa,Fulham,0,0,,,,,,,,,,,,
2008-11-29,Middlesbrough,Newcastle United,0,0,,,,,,,,,,,,
2008-11-29,Stoke City,Hull City,1,1,"(45, 1, 'Marlon King')","(73, 0, 'Ricardo Fuller')",,,,,,,,,,
2008-11-29,Sunderland,Bolton Wanderers,1,4,"(11, 0, 'Djibril Cisse')","(18, 1, 'Matt Taylor')","(21, 1, 'Gary Cahill')","(39, 1, 'Johann Elmander')","(55, 1, 'Johann Elmander')",,,,,,,
2008-11-29,Wigan Athletic,West Bromwich Albion,2,1,"(47, 1, 'Ishmael Miller')","(61, 0, 'Henri Camara')","(87, 0, 'Emmerson Boyce')",,,,,,,,,
2008-11-30,Chelsea,Arsenal,1,2,"(31, 0, 'Johann Djourou')","(59, 1, 'Robin Van Persie')","(62, 1, 'Robin Van Persie')",,,,,,,,,
2008-11-30,Manchester City,Manchester United,0,1,"(42, 1, 'Wayne Rooney')",,,,,,,,,,,
2008-11-30,Portsmouth,Blackburn Rovers,3,2,"(49, 0, 'Peter Crouch')","(53, 0, 'Jermain Defoe')","(62, 1, 'Matt Derbyshire')","(67, 1, ' Tugay Kerimoglu')","(79, 0, 'Sean Davis')",,,,,,,
2008-11-30,Tottenham Hotspur,Everton,0,1,"(51, 1, 'Vedran Corluka')",,,,,,,,,,,
2008-12-01,Liverpool,West Ham United,0,0,,,,,,,,,,,,
2008-12-06,Arsenal,Wigan Athletic,1,0,"(16, 0, 'Emmanuel Adebayor')",,,,,,,,,,,
2008-12-06,Blackburn Rovers,Liverpool,1,3,"(69, 1, ' Xabi Alonso')","(79, 1, 'Yossi Benayoun')","(86, 0, 'Roque Santa Cruz')","(90, 1, 'Steven Gerrard')",,,,,,,,
2008-12-06,Bolton Wanderers,Chelsea,0,2,"(9, 1, 'Nicolas Anelka')","(21, 1, ' Deco')",,,,,,,,,,
2008-12-06,Fulham,Manchester City,1,1,"(6, 1, ' Benjani')","(27, 0, 'Jimmy Bullard')",,,,,,,,,,
2008-12-06,Hull City,Middlesbrough,2,1,"(79, 1, ' Tuncay Sanli')","(82, 0, 'Ross Turnbull')","(85, 0, 'Marlon King')",,,,,,,,,
2008-12-06,Manchester United,Sunderland,1,0,"(90, 0, 'Nemanja Vidic')",,,,,,,,,,,
2008-12-06,Newcastle United,Stoke City,2,2,"(8, 0, 'Michael Owen')","(24, 0, 'Michael Owen')","(60, 1, 'Mamady Sidibe')","(90, 1, 'Amdy Faye')",,,,,,,,
2008-12-07,Everton,Aston Villa,2,3,"(1, 1, 'Steve Sidwell')","(30, 0, 'Joleon Lescott')","(54, 1, 'Ashley Young')","(90, 0, 'Joleon Lescott')","(90, 1, 'Ashley Young')",,,,,,,
2008-12-07,West Bromwich Albion,Portsmouth,1,1,"(39, 0, 'Jonathan Greening')","(58, 1, 'Peter Crouch')",,,,,,,,,,
2008-12-08,West Ham United,Tottenham Hotspur,0,2,"(68, 1, 'Ledley King')","(90, 1, ""Jamie O'Hara"")",,,,,,,,,,
2008-12-13,Aston Villa,Bolton Wanderers,4,2,"(17, 1, 'Johann Elmander')","(25, 0, 'Gabby Agbonlahor')","(40, 0, 'Kevin Davies')","(67, 0, 'Gabby Agbonlahor')","(78, 0, 'Ashley Young')","(86, 1, 'Kevin Davies')",,,,,,
2008-12-13,Liverpool,Hull City,2,2,"(12, 1, 'Paul McShane')","(22, 1, 'Jamie Carragher')","(24, 0, 'Steven Gerrard')","(32, 0, 'Steven Gerrard')",,,,,,,,
2008-12-13,Manchester City,Everton,0,1,"(90, 1, 'Tim Cahill')",,,,,,,,,,,
2008-12-13,Middlesbrough,Arsenal,1,1,"(17, 1, 'Emmanuel Adebayor')","(29, 0, 'Jeremie Aliadiere')",,,,,,,,,,
2008-12-13,Stoke City,Fulham,0,0,,,,,,,,,,,,
2008-12-13,Sunderland,West Bromwich Albion,4,0,"(22, 0, 'Kenwyne Jones')","(24, 0, 'Kenwyne Jones')","(40, 0, 'Andy Reid')","(47, 0, 'Djibril Cisse')",,,,,,,,
2008-12-13,Tottenham Hotspur,Manchester United,0,0,,,,,,,,,,,,
2008-12-13,Wigan Athletic,Blackburn Rovers,3,0,"(10, 0, 'Emile Heskey')","(12, 0, 'Antonio Valencia')","(77, 0, 'Lee Cattermole')",,,,,,,,,
2008-12-14,Chelsea,West Ham United,1,1,"(33, 1, 'Craig Bellamy')","(51, 0, 'Nicolas Anelka')",,,,,,,,,,
2008-12-14,Portsmouth,Newcastle United,0,3,"(51, 1, 'Michael Owen')","(77, 1, 'Obafemi Martins')","(89, 1, 'Danny Guthrie')",,,,,,,,,
2008-12-20,Blackburn Rovers,Stoke City,3,0,"(9, 0, 'Benni McCarthy')","(18, 0, 'Jason Roberts')","(27, 0, 'Benni McCarthy')",,,,,,,,,
