Date,Home,Away,FTHG,FTAG,1 goal,2 goal,3 goal,4 goal,5 goal,6 goal,7 goal,8 goal,9 goal,10 goal,11 goal,12 goal
2008-12-20,Bolton Wanderers,Portsmouth,2,1,"(1, 0, 'Matt Taylor')","(3, 0, 'Ricardo Gardner')","(20, 1, 'Peter Crouch')",,,,,,,,,
2008-12-20,Fulham,Middlesbrough,3,0,"(41, 0, 'Jimmy Bullard')","(54, 0, 'Danny Murphy')","(59, 0, 'Clint Dempsey')",,,,,,,,,
2008-12-20,Hull City,Sunderland,1,4,"(10, 1, 'Steed Malbranque')","(19, 0, 'Nick Barmby')","(78, 1, 'Kamil Zayatte')","(84, 1, 'Kenwyne Jones')","(90, 1, 'Djibril Cisse')",,,,,,,
2008-12-20,West Ham United,Aston Villa,0,1,"(78, 1, 'Lucas Neill')",,,,,,,,,,,
2008-12-21,Arsenal,Liverpool,1,1,"(24, 0, 'Robin Van Persie')","(42, 1, 'Robbie Keane')",,,,,,,,,,
2008-12-21,Newcastle United,Tottenham Hotspur,2,1,"(12, 0, ""Charles N'Zogbia"")","(29, 1, 'Luka Modric')","(90, 0, 'Damien Duff')",,,,,,,,,
2008-12-21,West Bromwich Albion,Manchester City,2,1,"(69, 0, 'Luke Moore')","(86, 1, 'Felipe Caicedo')","(90, 0, 'Roman Bednar')",,,,,,,,,
2008-12-22,Everton,Chelsea,0,0,,,,,,,,,,,,
2008-12-26,Aston Villa,Arsenal,2,2,"(40, 1, ' Denilson')","(49, 1, 'Abou Diaby')","(65, 0, 'Gareth Barry')","(90, 0, 'Zat Knight')",,,,,,,,
2008-12-26,Chelsea,West Bromwich Albion,2,0,"(3, 0, 'Didier Drogba')","(45, 0, 'Frank Lampard')",,,,,,,,,,
2008-12-26,Liverpool,Bolton Wanderers,3,0,"(26, 0, 'Albert Riera')","(53, 0, 'Robbie Keane')","(58, 0, 'Robbie Keane')",,,,,,,,,
2008-12-26,Manchester City,Hull City,5,1,"(15, 0, 'Felipe Caicedo')","(27, 0, 'Felipe Caicedo')","(28, 0, ' Robinho')","(36, 0, ' Robinho')","(80, 1, 'Craig Fagan')","(82, 0, 'Stephen Ireland')",,,,,,
2008-12-26,Middlesbrough,Everton,0,1,"(51, 1, 'Tim Cahill')",,,,,,,,,,,
2008-12-26,Portsmouth,West Ham United,1,4,"(8, 0, 'Nadir Belhadj')","(20, 1, 'Jack Collison')","(67, 1, 'Carlton Cole')","(70, 1, 'Craig Bellamy')","(83, 1, 'Craig Bellamy')",,,,,,,
2008-12-26,Stoke City,Manchester United,0,1,"(83, 1, 'Carlos Tevez')",,,,,,,,,,,
2008-12-26,Sunderland,Blackburn Rovers,0,0,,,,,,,,,,,,
2008-12-26,Tottenham Hotspur,Fulham,0,0,,,,,,,,,,,,
2008-12-26,Wigan Athletic,Newcastle United,2,1,"(29, 0, 'Ryan Taylor')","(73, 0, 'Amr Zaki')","(88, 1, 'Danny Guthrie')",,,,,,,,,
2008-12-28,Arsenal,Portsmouth,1,0,"(81, 0, 'William Gallas')",,,,,,,,,,,
2008-12-28,Blackburn Rovers,Manchester City,2,2,"(45, 0, 'Benni McCarthy')","(84, 0, 'Jason Roberts')","(88, 1, 'Daniel Sturridge')","(90, 1, ' Robinho')",,,,,,,,
2008-12-28,Bolton Wanderers,Wigan Athletic,0,1,"(44, 1, 'Amr Zaki')",,,,,,,,,,,
2008-12-28,Everton,Sunderland,3,0,"(10, 0, 'Mikel Arteta')","(27, 0, 'Danny Collins')","(83, 0, 'Dan Gosling')",,,,,,,,,
2008-12-28,Fulham,Chelsea,2,2,"(10, 0, 'Clint Dempsey')","(50, 1, 'Frank Lampard')","(72, 1, 'Frank Lampard')","(89, 0, 'Clint Dempsey')",,,,,,,,
2008-12-28,Newcastle United,Liverpool,1,5,"(31, 1, 'Steven Gerrard')","(36, 1, 'Sami Hyypia')","(45, 0, 'David Edgar')","(50, 1, 'Ryan Babel')","(66, 1, 'Steven Gerrard')","(77, 1, ' Xabi Alonso')",,,,,,
2008-12-28,West Bromwich Albion,Tottenham Hotspur,2,0,"(83, 0, 'Roman Bednar')","(90, 0, 'Craig Beattie')",,,,,,,,,,
2008-12-28,West Ham United,Stoke City,2,1,"(4, 1, 'Abdoulaye Faye')","(51, 0, 'Carlton Cole')","(88, 0, 'Diego Tristan')",,,,,,,,,
2008-12-29,Manchester United,Middlesbrough,1,0,"(69, 0, 'Dimitar Berbatov')",,,,,,,,,,,
2008-12-30,Hull City,Aston Villa,0,1,"(88, 1, 'Kamil Zayatte')",,,,,,,,,,,
2009-01-10,Arsenal,Bolton Wanderers,1,0,"(84, 0, 'Nicklas Bendtner')",,,,,,,,,,,
2009-01-10,Aston Villa,West Bromwich Albion,2,1,"(19, 0, 'Curtis Davies')","(41, 0, 'Gabby Agbonlahor')","(49, 1, 'James Morrison')",,,,,,,,,
2009-01-10,Everton,Hull City,2,0,"(18, 0, 'Marouane Fellaini')","(45, 0, 'Mikel Arteta')",,,,,,,,,,
2009-01-10,Middlesbrough,Sunderland,1,1,"(45, 0, 'Afonso Alves')","(82, 1, 'Kenwyne Jones')",,,,,,,,,,
2009-01-10,Newcastle United,West Ham United,2,2,"(19, 0, 'Michael Owen')","(29, 1, 'Craig Bellamy')","(55, 1, 'Carlton Cole')","(78, 0, 'Andy Carroll')",,,,,,,,
2009-01-10,Stoke City,Liverpool,0,0,,,,,,,,,,,,
2009-01-11,Manchester United,Chelsea,3,0,"(45, 0, 'Nemanja Vidic')","(63, 0, 'Wayne Rooney')","(87, 0, 'Dimitar Berbatov')",,,,,,,,,
2009-01-11,Wigan Athletic,Tottenham Hotspur,1,0,"(90, 0, 'Maynor Figueroa')",,,,,,,,,,,
2009-01-14,Manchester United,Wigan Athletic,1,0,"(1, 0, 'Wayne Rooney')",,,,,,,,,,,
2009-01-17,Blackburn Rovers,Newcastle United,3,0,"(61, 0, 'Benni McCarthy')","(66, 0, 'Jason Roberts')","(86, 0, 'Jason Roberts')",,,,,,,,,
2009-01-17,Bolton Wanderers,Manchester United,0,1,"(90, 1, 'Dimitar Berbatov')",,,,,,,,,,,
2009-01-17,Chelsea,Stoke City,2,1,"(60, 1, 'Rory Delap')","(88, 0, 'Juliano Belletti')","(90, 0, 'Frank Lampard')",,,,,,,,,
2009-01-17,Hull City,Arsenal,1,3,"(30, 1, 'Emmanuel Adebayor')","(65, 0, 'Daniel Cousin')","(82, 1, 'Samir Nasri')","(86, 1, 'Nicklas Bendtner')",,,,,,,,
2009-01-17,Manchester City,Wigan Athletic,1,0,"(53, 0, 'Pablo Zabaleta')",,,,,,,,,,,
2009-01-17,Sunderland,Aston Villa,1,2,"(11, 0, 'Danny Collins')","(60, 1, 'James Milner')","(80, 1, 'Gareth Barry')",,,,,,,,,
2009-01-17,West Bromwich Albion,Middlesbrough,3,0,"(4, 0, 'Tony McMahon')","(54, 0, 'Marc Antoine Fortune')","(67, 0, 'Robert Koren')",,,,,,,,,
2009-01-18,Tottenham Hotspur,Portsmouth,1,1,"(59, 1, 'David Nugent')","(70, 0, 'Jermain Defoe')",,,,,,,,,,
2009-01-18,West Ham United,Fulham,3,1,"(7, 0, 'David Di Michele')","(22, 1, 'Paul Konchesky')","(60, 0, 'Mark Noble')","(76, 0, 'Carlton Cole')",,,,,,,,
2009-01-19,Liverpool,Everton,1,1,"(68, 0, 'Steven Gerrard')","(87, 1, 'Tim Cahill')",,,,,,,,,,
2009-01-27,Portsmouth,Aston Villa,0,1,"(21, 1, 'Emile Heskey')",,,,,,,,,,,
2009-01-27,Sunderland,Fulham,1,0,"(55, 0, 'Kenwyne Jones')",,,,,,,,,,,
2009-01-27,Tottenham Hotspur,Stoke City,3,1,"(8, 0, 'Aaron Lennon')","(21, 0, 'Jermain Defoe')","(25, 0, 'Michael Dawson')","(57, 1, 'James Beattie')",,,,,,,,
2009-01-27,West Bromwich Albion,Manchester United,0,5,"(22, 1, 'Dimitar Berbatov')","(44, 1, 'Carlos Tevez')","(60, 1, 'Nemanja Vidic')","(65, 1, 'Cristiano Ronaldo')","(73, 1, 'Cristiano Ronaldo')",,,,,,,
2009-01-28,Blackburn Rovers,Bolton Wanderers,2,2,"(15, 1, 'Matt Taylor')","(35, 1, 'Kevin Davies')","(66, 0, 'Stephen Warnock')","(87, 0, 'Benni McCarthy')",,,,,,,,
2009-01-28,Chelsea,Middlesbrough,2,0,"(58, 0, 'Salomon Kalou')","(81, 0, 'Salomon Kalou')",,,,,,,,,,
2009-01-28,Everton,Arsenal,1,1,"(61, 0, 'Tim Cahill')","(90, 1, 'Robin Van Persie')",,,,,,,,,,
2009-01-28,Manchester City,Newcastle United,2,1,"(17, 0, 'Shaun Wright-Phillips')","(77, 0, 'Craig Bellamy')","(81, 1, 'Andy Carroll')",,,,,,,,,
2009-01-28,West Ham United,Hull City,2,0,"(33, 0, 'David Di Michele')","(51, 0, 'Carlton Cole')",,,,,,,,,,
2009-01-28,Wigan Athletic,Liverpool,1,1,"(41, 1, 'Yossi Benayoun')","(83, 0, ' Mido')",,,,,,,,,,
2009-01-31,Arsenal,West Ham United,0,0,,,,,,,,,,,,
2009-01-31,Aston Villa,Wigan Athletic,0,0,,,,,,,,,,,,
2009-01-31,Bolton Wanderers,Tottenham Hotspur,3,2,"(31, 0, 'Sebastien Puygrenier')","(64, 0, 'Kevin Davies')","(73, 1, 'Darren Bent')","(75, 1, 'Darren Bent')","(87, 0, 'Kevin Davies')",,,,,,,
2009-01-31,Fulham,Portsmouth,3,1,"(14, 0, 'Andrew Johnson')","(71, 0, 'Erik Nevland')","(80, 0, 'Erik Nevland')","(84, 1, 'David Nugent')",,,,,,,,
2009-01-31,Hull City,West Bromwich Albion,2,2,"(44, 0, 'Bernard Mendy')","(53, 1, 'Jay Simpson')","(69, 0, 'Craig Fagan')","(73, 1, 'Chris Brunt')",,,,,,,,
2009-01-31,Manchester United,Everton,1,0,"(44, 0, 'Cristiano Ronaldo')",,,,,,,,,,,
2009-01-31,Middlesbrough,Blackburn Rovers,0,0,,,,,,,,,,,,
2009-01-31,Stoke City,Manchester City,1,0,"(45, 0, 'James Beattie')",,,,,,,,,,,
2009-02-01,Liverpool,Chelsea,2,0,"(89, 0, 'Fernando Torres')","(90, 0, 'Fernando Torres')",,,,,,,,,,
2009-02-01,Newcastle United,Sunderland,1,1,"(32, 1, 'Djibril Cisse')","(69, 0, 'Shola Ameobi')",,,,,,,,,,
2009-02-07,Blackburn Rovers,Aston Villa,0,2,"(27, 1, 'James Milner')","(90, 1, 'Gabby Agbonlahor')",,,,,,,,,,
2009-02-07,Chelsea,Hull City,0,0,,,,,,,,,,,,
2009-02-07,Everton,Bolton Wanderers,3,0,"(40, 0, 'Mikel Arteta')","(49, 0, ' Jo')","(90, 0, ' Jo')",,,,,,,,,
2009-02-07,Manchester City,Middlesbrough,1,0,"(51, 0, 'Craig Bellamy')",,,,,,,,,,,
2009-02-07,Portsmouth,Liverpool,2,3,"(62, 0, 'David Nugent')","(69, 1, 'Fabio Aurelio')","(78, 0, 'Hermann Hreidarsson')","(85, 1, 'Dirk Kuyt')","(90, 1, 'Fernando Torres')",,,,,,,
2009-02-07,Sunderland,Stoke City,2,0,"(78, 0, 'Kenwyne Jones')","(90, 0, 'David Healy')",,,,,,,,,,
2009-02-07,West Bromwich Albion,Newcastle United,2,3,"(2, 1, 'Damien Duff')","(4, 0, 'Marc Antoine Fortune')","(9, 1, 'Peter Lovenkrands')","(41, 1, 'Steven Taylor')","(73, 0, 'Marc Antoine Fortune')",,,,,,,
2009-02-07,Wigan Athletic,Fulham,0,0,,,,,,,,,,,,
2009-02-08,Tottenham Hotspur,Arsenal,0,0,,,,,,,,,,,,
2009-02-08,West Ham United,Manchester United,0,1,"(62, 1, 'Ryan Giggs')",,,,,,,,,,,
2009-02-14,Portsmouth,Manchester City,2,0,"(70, 0, 'Glen Johnson')","(75, 0, 'Hermann Hreidarsson')",,,,,,,,,,
2009-02-18,Manchester United,Fulham,3,0,"(12, 0, 'Paul Scholes')","(30, 0, 'Dimitar Berbatov')","(63, 0, 'Wayne Rooney')",,,,,,,,,
2009-02-21,Arsenal,Sunderland,0,0,,,,,,,,,,,,
2009-02-21,Aston Villa,Chelsea,0,1,"(19, 1, 'Nicolas Anelka')",,,,,,,,,,,
2009-02-21,Bolton Wanderers,West Ham United,2,1,"(10, 0, 'Matt Taylor')","(11, 0, 'Kevin Davies')","(66, 1, 'Scott Parker')",,,,,,,,,
2009-02-21,Manchester United,Blackburn Rovers,2,1,"(23, 0, 'Wayne Rooney')","(32, 1, 'Roque Santa Cruz')","(60, 0, 'Cristiano Ronaldo')",,,,,,,,,
2009-02-21,Middlesbrough,Wigan Athletic,0,0,,,,,,,,,,,,
2009-02-21,Stoke City,Portsmouth,2,2,"(75, 1, 'Niko Kranjcar')","(78, 0, 'James Beattie')","(80, 0, 'James Beattie')","(90, 1, 'Ryan Shawcross')",,,,,,,,
2009-02-22,Fulham,West Bromwich Albion,2,0,"(61, 0, 'Bobby Zamora')","(72, 0, 'Andrew Johnson')",,,,,,,,,,
2009-02-22,Liverpool,Manchester City,1,1,"(51, 1, 'Craig Bellamy')","(78, 0, 'Dirk Kuyt')",,,,,,,,,,
2009-02-22,Newcastle United,Everton,0,0,,,,,,,,,,,,
2009-02-23,Hull City,Tottenham Hotspur,1,2,"(17, 1, 'Aaron Lennon')","(27, 0, 'Michael Turner')","(86, 1, 'Jonathan Woodgate')",,,,,,,,,
2009-02-28,Arsenal,Fulham,0,0,,,,,,,,,,,,
2009-02-28,Chelsea,Wigan Athletic,2,1,"(25, 0, 'John Terry')","(82, 1, 'Olivier Kapo')","(90, 0, 'Frank Lampard')",,,,,,,,,
2009-02-28,Everton,West Bromwich Albion,2,0,"(36, 0, 'Tim Cahill')","(70, 0, 'Louis Saha')",,,,,,,,,,
2009-02-28,Middlesbrough,Liverpool,2,0,"(32, 0, ' Xabi Alonso')","(63, 0, ' Tuncay Sanli')",,,,,,,,,,
2009-03-01,Aston Villa,Stoke City,2,2,"(45, 0, 'Stilian Petrov')","(79, 0, 'John Carew')","(88, 1, 'Ryan Shawcross')","(90, 1, 'Glenn Whelan')",,,,,,,,
2009-03-01,Bolton Wanderers,Newcastle United,1,0,"(47, 0, 'Ricardo Gardner')",,,,,,,,,,,
2009-03-01,Hull City,Blackburn Rovers,1,2,"(34, 1, 'Stephen Warnock')","(37, 1, 'Keith Andrews')","(79, 0, 'Ian Ashbee')",,,,,,,,,
2009-03-01,West Ham United,Manchester City,1,0,"(71, 0, 'Jack Collison')",,,,,,,,,,,
2009-03-03,Liverpool,Sunderland,2,0,"(52, 0, ""David N'Gog"")","(65, 0, 'Yossi Benayoun')",,,,,,,,,,
2009-03-03,Portsmouth,Chelsea,0,1,"(79, 1, 'Didier Drogba')",,,,,,,,,,,
2009-03-03,West Bromwich Albion,Arsenal,1,3,"(4, 1, 'Nicklas Bendtner')","(7, 0, 'Chris Brunt')","(38, 1, 'Kolo Toure')","(44, 1, 'Nicklas Bendtner')",,,,,,,,
2009-03-04,Blackburn Rovers,Everton,0,0,,,,,,,,,,,,
2009-03-04,Fulham,Hull City,0,1,"(90, 1, ' Manucho')",,,,,,,,,,,
2009-03-04,Manchester City,Aston Villa,2,0,"(24, 0, ' Elano')","(89, 0, 'Shaun Wright-Phillips')",,,,,,,,,,
2009-03-04,Newcastle United,Manchester United,1,2,"(9, 0, 'Peter Lovenkrands')","(20, 1, 'Wayne Rooney')","(56, 1, 'Dimitar Berbatov')",,,,,,,,,
2009-03-04,Stoke City,Bolton Wanderers,2,0,"(14, 0, 'James Beattie')","(73, 0, 'Ricardo Fuller')",,,,,,,,,,
2009-03-04,Tottenham Hotspur,Middlesbrough,4,0,"(9, 0, 'Robbie Keane')","(14, 0, 'Roman Pavlyuchenko')","(40, 0, 'Aaron Lennon')","(79, 0, 'Aaron Lennon')",,,,,,,,
2009-03-04,Wigan Athletic,West Ham United,0,1,"(34, 1, 'Carlton Cole')",,,,,,,,,,,
2009-03-07,Sunderland,Tottenham Hotspur,1,1,"(3, 0, 'Kieran Richardson')","(89, 1, 'Robbie Keane')",,,,,,,,,,
2009-03-11,Fulham,Blackburn Rovers,1,2,"(2, 0, 'Clint Dempsey')","(69, 1, 'El Hadji Diouf')","(85, 1, 'Jason Roberts')",,,,,,,,,
2009-03-14,Arsenal,Blackburn Rovers,4,0,"(2, 0, 'Andre Ooijer')","(65, 0, 'Andrei Arshavin')","(87, 0, 'Emmanuel Eboue')","(90, 0, 'Emmanuel Eboue')",,,,,,,,
2009-03-14,Bolton Wanderers,Fulham,1,3,"(42, 1, 'Andrew Johnson')","(45, 0, 'Kevin Davies')","(56, 1, 'Simon Davies')","(88, 1, 'Diomansy Kamara')",,,,,,,,
2009-03-14,Everton,Stoke City,3,1,"(18, 0, ' Jo')","(24, 0, 'Joleon Lescott')","(52, 1, 'Ryan Shawcross')","(90, 0, 'Marouane Fellaini')",,,,,,,,
2009-03-14,Hull City,Newcastle United,1,1,"(9, 0, ' Geovanni')","(38, 1, 'Steven Taylor')",,,,,,,,,,
2009-03-14,Manchester United,Liverpool,1,4,"(23, 0, 'Cristiano Ronaldo')","(28, 1, 'Fernando Torres')","(44, 1, 'Steven Gerrard')","(77, 1, 'Fabio Aurelio')","(90, 1, 'Andrea Dossena')",,,,,,,
2009-03-14,Middlesbrough,Portsmouth,1,1,"(30, 1, 'Peter Crouch')","(90, 0, 'Marlon King')",,,,,,,,,,
2009-03-14,Sunderland,Wigan Athletic,1,2,"(12, 1, 'Ben Watson')","(41, 0, 'Grant Leadbitter')","(45, 1, ""Charles N'Zogbia"")",,,,,,,,,
2009-03-15,Aston Villa,Tottenham Hotspur,1,2,"(5, 1, 'Jermaine Jenas')","(50, 1, 'Darren Bent')","(85, 0, 'John Carew')",,,,,,,,,
2009-03-15,Chelsea,Manchester City,1,0,"(18, 0, 'Michael Essien')",,,,,,,,,,,
2009-03-16,West Ham United,West Bromwich Albion,0,0,,,,,,,,,,,,
2009-03-21,Blackburn Rovers,West Ham United,1,1,"(35, 1, 'Mark Noble')","(51, 0, 'Keith Andrews')",,,,,,,,,,
2009-03-21,Fulham,Manchester United,2,0,"(18, 0, 'Danny Murphy')","(87, 0, 'Zoltan Gera')",,,,,,,,,,
2009-03-21,Newcastle United,Arsenal,1,3,"(57, 1, 'Nicklas Bendtner')","(58, 0, 'Obafemi Martins')","(64, 1, 'Abou Diaby')","(67, 1, 'Samir Nasri')",,,,,,,,
2009-03-21,Portsmouth,Everton,2,1,"(4, 1, 'Leighton Baines')","(22, 0, 'Peter Crouch')","(75, 0, 'Peter Crouch')",,,,,,,,,
2009-03-21,Stoke City,Middlesbrough,1,0,"(84, 0, 'Ryan Shawcross')",,,,,,,,,,,
2009-03-21,Tottenham Hotspur,Chelsea,1,0,"(50, 0, 'Luka Modric')",,,,,,,,,,,
2009-03-21,West Bromwich Albion,Bolton Wanderers,1,1,"(67, 1, 'Matt Taylor')","(82, 0, 'Danny Shittu')",,,,,,,,,,
2009-03-22,Liverpool,Aston Villa,5,0,"(8, 0, 'Dirk Kuyt')","(33, 0, 'Albert Riera')","(39, 0, 'Steven Gerrard')","(50, 0, 'Steven Gerrard')","(65, 0, 'Steven Gerrard')",,,,,,,
2009-03-22,Manchester City,Sunderland,1,0,"(56, 0, 'Micah Richards')",,,,,,,,,,,
2009-03-22,Wigan Athletic,Hull City,1,0,"(84, 0, 'Ben Watson')",,,,,,,,,,,
2009-04-04,Arsenal,Manchester City,2,0,"(8, 0, 'Emmanuel Adebayor')","(49, 0, 'Emmanuel Adebayor')",,,,,,,,,,
2009-04-04,Blackburn Rovers,Tottenham Hotspur,2,1,"(30, 1, 'Robbie Keane')","(82, 0, 'Benni McCarthy')","(89, 0, 'Andre Ooijer')",,,,,,,,,
2009-04-04,Bolton Wanderers,Middlesbrough,4,1,"(8, 0, 'Kevin Davies')","(38, 1, ""Gary O'Neil"")","(44, 0, 'Gary Cahill')","(78, 0, 'Matt Taylor')","(84, 0, 'Ricardo Gardner')",,,,,,,
2009-04-04,Fulham,Liverpool,0,1,"(90, 1, 'Yossi Benayoun')",,,,,,,,,,,
2009-04-04,Hull City,Portsmouth,0,0,,,,,,,,,,,,
2009-04-04,Newcastle United,Chelsea,0,2,"(56, 1, 'Frank Lampard')","(65, 1, 'Florent Malouda')",,,,,,,,,,
2009-04-04,West Bromwich Albion,Stoke City,0,2,"(2, 1, 'Ricardo Fuller')","(49, 1, 'James Beattie')",,,,,,,,,,
2009-04-04,West Ham United,Sunderland,2,0,"(42, 0, 'Junior Stanislas')","(53, 0, 'James Tomkins')",,,,,,,,,,
2009-04-05,Everton,Wigan Athletic,4,0,"(26, 0, ' Jo')","(47, 0, 'Marouane Fellaini')","(51, 0, ' Jo')","(61, 0, 'Leon Osman')",,,,,,,,
2009-04-05,Manchester United,Aston Villa,3,2,"(14, 0, 'Cristiano Ronaldo')","(30, 1, 'John Carew')","(58, 1, 'Gabby Agbonlahor')","(80, 0, 'Cristiano Ronaldo')","(90, 0, 'Federico Macheda')",,,,,,,
2009-04-11,Chelsea,Bolton Wanderers,4,3,"(40, 0, 'Michael Ballack')","(48, 0, 'Didier Drogba')","(60, 0, 'Frank Lampard')","(63, 0, 'Didier Drogba')","(70, 1, ""Andy O'Brien"")","(74, 1, 'Chris Basham')","(78, 1, 'Matt Taylor')",,,,,
2009-04-11,Liverpool,Blackburn Rovers,4,0,"(5, 0, 'Fernando Torres')","(33, 0, 'Fernando Torres')","(83, 0, 'Daniel Agger')","(90, 0, ""David N'Gog"")",,,,,,,,
2009-04-11,Middlesbrough,Hull City,3,1,"(3, 0, ' Tuncay Sanli')","(9, 1, ' Manucho')","(29, 0, 'Matthew Bates')","(90, 0, 'Marlon King')",,,,,,,,
2009-04-11,Portsmouth,West Bromwich Albion,2,2,"(33, 0, 'Younes Kaboul')","(48, 1, 'Jonathan Greening')","(62, 1, 'Chris Brunt')","(65, 0, 'Niko Kranjcar')",,,,,,,,
2009-04-11,Stoke City,Newcastle United,1,1,"(33, 0, 'Abdoulaye Faye')","(81, 1, 'Andy Carroll')",,,,,,,,,,
2009-04-11,Sunderland,Manchester United,1,2,"(19, 1, 'Paul Scholes')","(55, 0, 'Kenwyne Jones')","(76, 1, 'Federico Macheda')",,,,,,,,,
2009-04-11,Tottenham Hotspur,West Ham United,1,0,"(65, 0, 'Roman Pavlyuchenko')",,,,,,,,,,,
2009-04-11,Wigan Athletic,Arsenal,1,4,"(18, 0, ' Mido')","(61, 1, 'Theo Walcott')","(71, 1, 'Mikael Silvestre')","(89, 1, 'Andrei Arshavin')","(90, 1, 'Alex Song')",,,,,,,
2009-04-12,Aston Villa,Everton,3,3,"(19, 1, 'Marouane Fellaini')","(23, 1, 'Tim Cahill')","(33, 0, 'John Carew')","(53, 1, 'Steven Pienaar')","(55, 0, 'James Milner')","(66, 0, 'Gareth Barry')",,,,,,
2009-04-12,Manchester City,Fulham,1,3,"(28, 0, 'Stephen Ireland')","(50, 1, 'Clint Dempsey')","(59, 1, 'Dickson Etuhu')","(83, 1, 'Clint Dempsey')",,,,,,,,
2009-04-18,Aston Villa,West Ham United,1,1,"(11, 0, 'Emile Heskey')","(85, 1, 'Diego Tristan')",,,,,,,,,,
2009-04-18,Middlesbrough,Fulham,0,0,,,,,,,,,,,,
2009-04-18,Portsmouth,Bolton Wanderers,1,0,"(78, 0, 'Nwankwo Kanu')",,,,,,,,,,,
2009-04-18,Stoke City,Blackburn Rovers,1,0,"(75, 0, 'Liam Lawrence')",,,,,,,,,,,
2009-04-18,Sunderland,Hull City,1,0,"(45, 0, 'Djibril Cisse')",,,,,,,,,,,
2009-04-19,Manchester City,West Bromwich Albion,4,2,"(8, 0, ' Robinho')","(21, 0, 'Nedum Onuoha')","(37, 1, 'Chris Brunt')","(54, 1, 'Chris Brunt')","(56, 0, ' Elano')","(90, 0, 'Daniel Sturridge')",,,,,,
2009-04-19,Tottenham Hotspur,Newcastle United,1,0,"(24, 0, 'Darren Bent')",,,,,,,,,,,
2009-04-21,Liverpool,Arsenal,4,4,"(36, 1, 'Andrei Arshavin')","(49, 0, 'Fernando Torres')","(56, 0, 'Yossi Benayoun')","(67, 1, 'Andrei Arshavin')","(70, 1, 'Andrei Arshavin')","(72, 0, 'Fernando Torres')","(90, 0, 'Yossi Benayoun')","(90, 1, 'Andrei Arshavin')",,,,
2009-04-22,Chelsea,Everton,0,0,,,,,,,,,,,,
2009-04-22,Manchester United,Portsmouth,2,0,"(9, 0, 'Wayne Rooney')","(82, 0, 'Michael Carrick')",,,,,,,,,,
2009-04-25,Bolton Wanderers,Aston Villa,1,1,"(43, 1, 'Ashley Young')","(60, 0, 'Tamir Cohen')",,,,,,,,,,
2009-04-25,Everton,Manchester City,1,2,"(35, 1, ' Robinho')","(54, 1, 'Stephen Ireland')","(90, 0, 'Dan Gosling')",,,,,,,,,
2009-04-25,Fulham,Stoke City,1,0,"(29, 0, 'Erik Nevland')",,,,,,,,,,,
2009-04-25,Hull City,Liverpool,1,3,"(45, 1, ' Xabi Alonso')","(63, 1, 'Dirk Kuyt')","(72, 0, ' Geovanni')","(89, 1, 'Dirk Kuyt')",,,,,,,,
2009-04-25,Manchester United,Tottenham Hotspur,5,2,"(29, 1, 'Darren Bent')","(32, 1, 'Luka Modric')","(57, 0, 'Cristiano Ronaldo')","(67, 0, 'Wayne Rooney')","(68, 0, 'Cristiano Ronaldo')","(71, 0, 'Wayne Rooney')","(79, 0, 'Dimitar Berbatov')",,,,,
2009-04-25,West Bromwich Albion,Sunderland,3,0,"(40, 0, 'Jonas Olsson')","(58, 0, 'Chris Brunt')","(88, 0, 'Juan Carlos Menseguez')",,,,,,,,,
2009-04-25,West Ham United,Chelsea,0,1,"(55, 1, 'Salomon Kalou')",,,,,,,,,,,
2009-04-26,Arsenal,Middlesbrough,2,0,"(26, 0, 'Cesc Fabregas')","(67, 0, 'Cesc Fabregas')",,,,,,,,,,
2009-04-26,Blackburn Rovers,Wigan Athletic,2,0,"(45, 0, 'Benni McCarthy')","(60, 0, 'Ryan Nelsen')",,,,,,,,,,
2009-04-27,Newcastle United,Portsmouth,0,0,,,,,,,,,,,,
2009-05-02,Chelsea,Fulham,3,1,"(1, 0, 'Nicolas Anelka')","(4, 1, 'Erik Nevland')","(10, 0, 'Florent Malouda')","(53, 0, 'Didier Drogba')",,,,,,,,
2009-05-02,Manchester City,Blackburn Rovers,3,1,"(27, 0, 'Felipe Caicedo')","(34, 0, ' Robinho')","(45, 0, ' Elano')","(66, 1, 'Keith Andrews')",,,,,,,,
2009-05-02,Middlesbrough,Manchester United,0,2,"(25, 1, 'Ryan Giggs')","(51, 1, 'PARK Ji-Sung')",,,,,,,,,,
2009-05-02,Portsmouth,Arsenal,0,3,"(13, 1, 'Nicklas Bendtner')","(41, 1, 'Nicklas Bendtner')","(56, 1, 'Carlos Vela')",,,,,,,,,
2009-05-02,Stoke City,West Ham United,0,1,"(33, 1, 'Diego Tristan')",,,,,,,,,,,
2009-05-02,Tottenham Hotspur,West Bromwich Albion,1,0,"(43, 0, 'Jermaine Jenas')",,,,,,,,,,,
2009-05-02,Wigan Athletic,Bolton Wanderers,0,0,,,,,,,,,,,,
2009-05-03,Liverpool,Newcastle United,3,0,"(22, 0, 'Yossi Benayoun')","(28, 0, 'Dirk Kuyt')","(87, 0, ' Lucas Leiva')",,,,,,,,,
2009-05-03,Sunderland,Everton,0,2,"(48, 1, 'Steven Pienaar')","(71, 1, 'Marouane Fellaini')",,,,,,,,,,
2009-05-04,Aston Villa,Hull City,1,0,"(34, 0, 'John Carew')",,,,,,,,,,,
